2024-02-03 20:40:24.756,2.43600000,CAKEUSDT
2024-02-03 20:40:24.785,5.80400000,UNFIUSDT
2024-02-03 20:40:24.788,1.44880000,SUIUSDT
2024-02-03 20:40:24.814,0.32869000,ALTUSDT
2024-02-03 20:40:24.961,5.12300000,FILUSDT
2024-02-03 20:40:25.005,0.44200000,FRONTUSDT
2024-02-03 20:40:25.027,0.44310000,SANDUSDT
2024-02-03 20:40:25.027,0.00546000,JASMYUSDT
2024-02-03 20:40:25.027,0.14387000,OMUSDT
2024-02-03 20:40:25.027,0.35890000,FTMUSDT
2024-02-03 20:40:25.027,70.74000000,KP3RUSDT
2024-02-03 20:40:25.027,0.64520000,CTKUSDT
2024-02-03 20:40:25.027,0.64960000,LUNAUSDT
2024-02-03 20:40:25.027,18.10790000,TIAUSDT
2024-02-03 20:40:25.027,0.78970000,MATICUSDT
2024-02-03 20:40:25.027,3.26300000,API3USDT
2024-02-03 20:40:25.089,1.00040000,USDCUSDT
2024-02-03 20:40:25.139,2304.50000000,ETHUSDT
2024-02-03 20:40:25.197,3.40700000,MASKUSDT
2024-02-03 20:40:25.206,3.27300000,PSGUSDT
2024-02-03 20:40:25.214,114.28000000,TRBUSDT
2024-02-03 20:40:25.258,22.07900000,MOVRUSDT
2024-02-03 20:40:25.273,0.22100000,ICXUSDT
2024-02-03 20:40:25.277,1.83230000,FTTUSDT
2024-02-03 20:40:25.279,0.28400000,ENJUSDT
2024-02-03 20:40:25.283,0.00222300,RSRUSDT
2024-02-03 20:40:25.316,2.93916000,MANTAUSDT
2024-02-03 20:40:25.360,0.38310000,SCRTUSDT
2024-02-03 20:40:25.485,1.57600000,FIROUSDT
2024-02-03 20:40:25.679,22.11000000,ZECUSDT
2024-02-03 20:40:25.722,2.03000000,ERNUSDT
2024-02-03 20:40:25.851,2.78800000,LDOUSDT
2024-02-03 20:40:25.952,1.88600000,GALUSDT
2024-02-03 20:40:25.967,0.02213700,MEMEUSDT
2024-02-03 20:40:25.970,5.38800000,GNSUSDT
2024-02-03 20:40:25.969,5.82000000,ETHUPUSDT
2024-02-03 20:40:25.970,2.02000000,ACMUSDT
2024-02-03 20:40:26,55.63700000,ORDIUSDT
2024-02-03 20:40:26.014,4.37400000,RUNEUSDT
2024-02-03 20:40:26.027,1.78230000,ARBUSDT
2024-02-03 20:40:26.027,36.12000000,AVAXUSDT
2024-02-03 20:40:26.027,33.14000000,INJUSDT
2024-02-03 20:40:26.027,4.80400000,RNDRUSDT
2024-02-03 20:40:26.027,68.54000000,LTCUSDT
2024-02-03 20:40:26.027,0.34920000,WOOUSDT
2024-02-03 20:40:26.070,164.30000000,XMRUSDT
2024-02-03 20:40:26.088,0.03904000,SNTUSDT
2024-02-03 20:40:26.130,98.15000000,SOLUSDT
2024-02-03 20:40:26.142,1.06530000,RAYUSDT
2024-02-03 20:40:26.157,0.07310000,SKLUSDT
2024-02-03 20:40:26.169,2.85000000,NEARUSDT
2024-02-03 20:40:26.173,2.16730000,IMXUSDT
2024-02-03 20:40:26.196,0.20830000,CFXUSDT
2024-02-03 20:40:26.196,0.25570000,GMTUSDT
2024-02-03 20:40:26.198,0.00190000,HOTUSDT
2024-02-03 20:40:26.203,0.00780400,LINAUSDT
2024-02-03 20:40:26.211,2.71500000,DYDXUSDT
2024-02-03 20:40:26.214,0.15200000,DODOUSDT
2024-02-03 20:40:26.219,0.25040000,IOTAUSDT
2024-02-03 20:40:26.228,0.56750000,FETUSDT
2024-02-03 20:40:26.229,0.70580000,MAVUSDT
2024-02-03 20:40:26.230,4.42200000,UMAUSDT
2024-02-03 20:40:26.234,0.61332000,EDUUSDT
2024-02-03 20:40:26.234,1.08660000,NTRNUSDT
2024-02-03 20:40:26.238,0.75000000,FLOWUSDT
2024-02-03 20:40:26.241,0.21790000,BATUSDT
2024-02-03 20:40:26.259,1.33610000,MAGICUSDT
2024-02-03 20:40:26.277,12.73600000,ICPUSDT
2024-02-03 20:40:26.295,0.01752500,BEAMXUSDT
2024-02-03 20:40:26.302,3.01800000,CVXUSDT
2024-02-03 20:40:26.313,0.00440000,CKBUSDT
2024-02-03 20:40:26.338,0.52020000,STGUSDT
2024-02-03 20:40:26.358,9.28690000,ACEUSDT
2024-02-03 20:40:26.368,0.62390000,SEIUSDT
2024-02-03 20:40:26.401,0.99970000,FDUSDUSDT
2024-02-03 20:40:26.413,0.00011012,LUNCUSDT
2024-02-03 20:40:26.432,38.45000000,KSMUSDT
2024-02-03 20:40:26.448,0.10465000,CHZUSDT
2024-02-03 20:40:26.454,0.00002822,FLOKIUSDT
2024-02-03 20:40:26.462,0.07918000,DOGEUSDT
2024-02-03 20:40:26.528,1.09944000,PERPUSDT
2024-02-03 20:40:26.543,0.28400000,MBOXUSDT
2024-02-03 20:40:26.581,43090.88000000,BTCUSDT
2024-02-03 20:40:26.592,0.73280000,SYNUSDT
2024-02-03 20:40:26.601,0.02866000,VETUSDT
2024-02-03 20:40:26.650,2.24000000,MULTIUSDT
2024-02-03 20:40:26.654,0.02617263,USTCUSDT
2024-02-03 20:40:26.655,27.78000000,DASHUSDT
2024-02-03 20:40:26.753,300.30000000,BNBUSDT
2024-02-03 20:40:26.797,0.52054000,NFPUSDT
2024-02-03 20:40:26.896,1.07860000,EURUSDT
2024-02-03 20:40:27.002,0.15300000,POLYXUSDT
2024-02-03 20:40:27.009,7179.00000000,YFIUSDT
2024-02-03 20:40:27.027,0.51910000,XRPUSDT
2024-02-03 20:40:27.027,0.11723000,TRXUSDT
2024-02-03 20:40:27.027,1.44880000,SUIUSDT
2024-02-03 20:40:27.027,2.33400000,WLDUSDT
2024-02-03 20:40:27.027,86.77000000,AAVEUSDT
2024-02-03 20:40:27.027,0.81600000,XAIUSDT
2024-02-03 20:40:27.055,1.84200000,RADUSDT
2024-02-03 20:40:27.057,0.87560000,PHBUSDT
2024-02-03 20:40:27.095,0.64980000,LUNAUSDT
2024-02-03 20:40:27.211,0.78990000,MATICUSDT
2024-02-03 20:40:27.236,1.40500000,APEUSDT
2024-02-03 20:40:27.348,2.94031000,MANTAUSDT
2024-02-03 20:40:27.420,114.29000000,TRBUSDT
2024-02-03 20:40:27.499,18.10570000,TIAUSDT
2024-02-03 20:40:27.625,1.21000000,MINAUSDT
2024-02-03 20:40:27.755,0.01282000,TLMUSDT
2024-02-03 20:40:27.962,0.11816000,ROSEUSDT
2024-02-03 20:40:28.027,0.14366000,OMUSDT
2024-02-03 20:40:28.027,0.35900000,FTMUSDT
2024-02-03 20:40:28.027,0.22110000,ICXUSDT
2024-02-03 20:40:28.027,2304.54000000,ETHUSDT
2024-02-03 20:40:28.027,1.57600000,FIROUSDT
2024-02-03 20:40:28.027,2.03000000,ERNUSDT
2024-02-03 20:40:28.027,0.56690000,JUPUSDT
2024-02-03 20:40:28.027,1.09800000,ALICEUSDT
2024-02-03 20:40:28.071,0.32868000,ALTUSDT
2024-02-03 20:40:28.167,17.69600000,LINKUSDT
2024-02-03 20:40:28.192,0.00557700,FUNUSDT
2024-02-03 20:40:28.289,2.71600000,DYDXUSDT
2024-02-03 20:40:28.296,0.70580000,MAVUSDT
2024-02-03 20:40:28.404,0.00501000,AKROUSDT
2024-02-03 20:40:28.413,1.00050000,USDCUSDT
2024-02-03 20:40:28.429,4.80400000,RNDRUSDT
2024-02-03 20:40:28.453,12.73700000,ICPUSDT
2024-02-03 20:40:28.599,0.23090000,C98USDT
2024-02-03 20:40:28.628,0.00000092,PEPEUSDT
2024-02-03 20:40:28.637,43093.91000000,BTCUSDT
2024-02-03 20:40:28.652,0.18330000,ASTRUSDT
2024-02-03 20:40:28.655,1.06470000,RAYUSDT
2024-02-03 20:40:28.864,0.56960000,HIFIUSDT
2024-02-03 20:40:28.876,36.14000000,AVAXUSDT
2024-02-03 20:40:28.883,6.89600000,DOTUSDT
2024-02-03 20:40:28.883,0.51690000,ADAUSDT
2024-02-03 20:40:28.896,98.17000000,SOLUSDT
2024-02-03 20:40:28.971,0.52058000,NFPUSDT
2024-02-03 20:40:29.027,33.14000000,INJUSDT
2024-02-03 20:40:29.027,9.28700000,ACEUSDT
2024-02-03 20:40:29.028,0.15200000,DODOUSDT
2024-02-03 20:40:29.028,4.37400000,RUNEUSDT
2024-02-03 20:40:29.027,0.25040000,IOTAUSDT
2024-02-03 20:40:29.027,3.01800000,CVXUSDT
2024-02-03 20:40:29.027,0.62400000,SEIUSDT
2024-02-03 20:40:29.027,0.73280000,SYNUSDT
2024-02-03 20:40:29.027,0.20830000,CFXUSDT
2024-02-03 20:40:29.027,0.28410000,MBOXUSDT
2024-02-03 20:40:29.028,0.00440000,CKBUSDT
2024-02-03 20:40:29.028,0.00011011,LUNCUSDT
2024-02-03 20:40:29.027,0.21790000,BATUSDT
2024-02-03 20:40:29.027,2.16740000,IMXUSDT
2024-02-03 20:40:29.027,22.08500000,MOVRUSDT
2024-02-03 20:40:29.027,68.53000000,LTCUSDT
2024-02-03 20:40:29.027,0.34920000,WOOUSDT
2024-02-03 20:40:29.028,1.08660000,NTRNUSDT
2024-02-03 20:40:29.154,7182.00000000,YFIUSDT
2024-02-03 20:40:29.204,0.41420000,1INCHUSDT
2024-02-03 20:40:29.205,7.17000000,AXSUSDT
2024-02-03 20:40:29.233,0.08483000,LOOMUSDT
2024-02-03 20:40:29.290,11.22000000,NEOUSDT
2024-02-03 20:40:29.293,0.99960000,FDUSDUSDT
2024-02-03 20:40:29.315,0.84040000,ARKUSDT
2024-02-03 20:40:29.329,1.40500000,APEUSDT
2024-02-03 20:40:29.401,0.02617265,USTCUSDT
2024-02-03 20:40:29.623,0.02448000,ANKRUSDT
2024-02-03 20:40:29.653,3.12100000,SNXUSDT
2024-02-03 20:40:29.668,0.00100000,DENTUSDT
2024-02-03 20:40:29.691,0.65000000,LUNAUSDT
2024-02-03 20:40:29.754,0.02026000,ZILUSDT
2024-02-03 20:40:29.926,0.78980000,MATICUSDT
2024-02-03 20:40:29.970,2373.56000000,WBETHUSDT
2024-02-03 20:40:30.027,1.78250000,ARBUSDT
2024-02-03 20:40:30.027,0.11723000,TRXUSDT
2024-02-03 20:40:30.027,0.10465000,CHZUSDT
2024-02-03 20:40:30.027,2.24000000,MULTIUSDT
2024-02-03 20:40:30.027,1.88500000,GALUSDT
2024-02-03 20:40:30.027,38.46000000,KSMUSDT
2024-02-03 20:40:30.027,0.81590000,XAIUSDT
2024-02-03 20:40:30.056,0.00545900,JASMYUSDT
2024-02-03 20:40:30.056,0.22410000,LOKAUSDT
2024-02-03 20:40:30.076,86.79000000,AAVEUSDT
2024-02-03 20:40:30.127,0.00780600,LINAUSDT
2024-02-03 20:40:30.239,8.57100000,ARUSDT
2024-02-03 20:40:30.451,300.30000000,BNBUSDT
2024-02-03 20:40:30.466,0.25570000,GMTUSDT
