Gmt time,Open,High,Low,Close,Volume
02.01.2011 20:00:00.000,1.33436,1.33615,1.33339,1.33557,5122.0201
03.01.2011 00:00:00.000,1.33560,1.33587,1.32758,1.32902,20626.5401
03.01.2011 04:00:00.000,1.32897,1.33150,1.32500,1.32735,17053.9101
03.01.2011 08:00:00.000,1.32735,1.33252,1.32577,1.33130,33959.3202
03.01.2011 12:00:00.000,1.33129,1.33649,1.33048,1.33618,45390.1406
03.01.2011 16:00:00.000,1.33618,1.33947,1.33567,1.33638,28509.6104
03.01.2011 20:00:00.000,1.33638,1.33658,1.33437,1.33551,12028.6903
04.01.2011 00:00:00.000,1.33566,1.33767,1.33283,1.33637,23044.48
04.01.2011 04:00:00.000,1.33637,1.33647,1.33234,1.33527,32112.950100000002
04.01.2011 08:00:00.000,1.33532,1.34161,1.33321,1.33805,52028.9697
04.01.2011 12:00:00.000,1.33799,1.34298,1.33147,1.33169,52607.5801
04.01.2011 16:00:00.000,1.33170,1.33299,1.32923,1.33050,34307.300299999995
04.01.2011 20:00:00.000,1.33050,1.33204,1.32931,1.33179,9901.279900000001
05.01.2011 00:00:00.000,1.33181,1.33248,1.32633,1.32845,18740.6699
05.01.2011 04:00:00.000,1.32845,1.32890,1.32573,1.32702,26776.620499999997
05.01.2011 08:00:00.000,1.32693,1.32799,1.32105,1.32338,46902.1406
05.01.2011 12:00:00.000,1.32337,1.32435,1.31262,1.31430,55230.359300000004
05.01.2011 16:00:00.000,1.31431,1.31919,1.31335,1.31493,32030.33
05.01.2011 20:00:00.000,1.31498,1.31578,1.31400,1.31556,12581.589899999999
06.01.2011 00:00:00.000,1.31556,1.31698,1.31301,1.31420,17972.1904
06.01.2011 04:00:00.000,1.31422,1.31591,1.30987,1.31132,21402.7499
06.01.2011 08:00:00.000,1.31130,1.31389,1.30902,1.31037,40016.1905
06.01.2011 12:00:00.000,1.31039,1.31310,1.30260,1.30354,47347.9297
06.01.2011 16:00:00.000,1.30350,1.30365,1.29969,1.30136,32252.9894
06.01.2011 20:00:00.000,1.30139,1.30175,1.29723,1.29787,16008.0103
07.01.2011 00:00:00.000,1.29787,1.30209,1.29782,1.29919,20527.3696
07.01.2011 04:00:00.000,1.29919,1.29989,1.29753,1.29859,22163.6699
07.01.2011 08:00:00.000,1.29866,1.30000,1.29639,1.29719,34697.5702
07.01.2011 12:00:00.000,1.29719,1.30130,1.29387,1.29816,53617.650299999994
07.01.2011 16:00:00.000,1.29816,1.29841,1.29062,1.29318,32119.3099
07.01.2011 20:00:00.000,1.29318,1.29337,1.29045,1.29060,7032.9102
09.01.2011 20:00:00.000,1.28745,1.29055,1.28713,1.28940,4804.3699
10.01.2011 00:00:00.000,1.28947,1.29292,1.28851,1.29009,17581.680099999998
10.01.2011 04:00:00.000,1.29009,1.29198,1.28760,1.28950,16369.9002
10.01.2011 08:00:00.000,1.28950,1.29369,1.28839,1.29080,38390.0694
10.01.2011 12:00:00.000,1.29080,1.29512,1.28739,1.29397,42936.0908
10.01.2011 16:00:00.000,1.29399,1.29638,1.29254,1.29538,27092.0999
10.01.2011 20:00:00.000,1.29540,1.29658,1.29411,1.29637,9989.4599
11.01.2011 00:00:00.000,1.29637,1.29864,1.29120,1.29449,26653.9102
11.01.2011 04:00:00.000,1.29449,1.29597,1.29170,1.29295,23675.4499
11.01.2011 08:00:00.000,1.29295,1.29609,1.29133,1.29590,46043.9502
11.01.2011 12:00:00.000,1.29590,1.29822,1.29070,1.29340,44465.3603
11.01.2011 16:00:00.000,1.29339,1.29905,1.29325,1.29688,31604.9805
11.01.2011 20:00:00.000,1.29691,1.29862,1.29618,1.29807,12353.3503
12.01.2011 00:00:00.000,1.29820,1.30161,1.29712,1.30032,23349.659600000003
12.01.2011 04:00:00.000,1.30032,1.30152,1.29787,1.30037,22085.35
12.01.2011 08:00:00.000,1.30040,1.30452,1.29622,1.29698,47503.709
12.01.2011 12:00:00.000,1.29694,1.30627,1.29621,1.30618,46884.081099999996
12.01.2011 16:00:00.000,1.30618,1.31428,1.30538,1.31313,35682.2294
12.01.2011 20:00:00.000,1.31312,1.31379,1.31235,1.31261,12399.040299999999
13.01.2011 00:00:00.000,1.31256,1.31349,1.30997,1.31048,19777.890199999998
13.01.2011 04:00:00.000,1.31047,1.31407,1.30886,1.31301,22714.8399
13.01.2011 08:00:00.000,1.31307,1.31700,1.31158,1.31494,41466.5498
13.01.2011 12:00:00.000,1.31492,1.33548,1.31434,1.33339,52887.451199999996
13.01.2011 16:00:00.000,1.33339,1.33829,1.33068,1.33481,32626.7905
13.01.2011 20:00:00.000,1.33480,1.33649,1.33421,1.33506,15188.2603
14.01.2011 00:00:00.000,1.33506,1.33577,1.33217,1.33380,17859.1201
14.01.2011 04:00:00.000,1.33369,1.34009,1.33276,1.33939,27463.0303
14.01.2011 08:00:00.000,1.33941,1.34521,1.33464,1.33598,43149.6796
14.01.2011 12:00:00.000,1.33599,1.34026,1.33200,1.33618,45243.789000000004
14.01.2011 16:00:00.000,1.33615,1.33739,1.33142,1.33579,29533.3105
14.01.2011 20:00:00.000,1.33582,1.33877,1.33535,1.33868,6670.0901
16.01.2011 20:00:00.000,1.33812,1.33847,1.33551,1.33784,5422.6201
17.01.2011 00:00:00.000,1.33784,1.33791,1.33329,1.33373,15544.080299999998
17.01.2011 04:00:00.000,1.33373,1.33434,1.32861,1.32923,22332.7997
17.01.2011 08:00:00.000,1.32923,1.33294,1.32441,1.33180,49830.2402
17.01.2011 12:00:00.000,1.33177,1.33420,1.32779,1.32872,43875.020599999996
17.01.2011 16:00:00.000,1.32870,1.33048,1.32837,1.32916,16608.679500000002
17.01.2011 20:00:00.000,1.32919,1.32964,1.32714,1.32809,9138.590100000001
18.01.2011 00:00:00.000,1.32809,1.32874,1.32527,1.32833,19157.65
18.01.2011 04:00:00.000,1.32834,1.33680,1.32834,1.33488,34331.6006
18.01.2011 08:00:00.000,1.33488,1.34284,1.33480,1.33979,52012.419
18.01.2011 12:00:00.000,1.33977,1.34622,1.33679,1.33902,62327.1289
18.01.2011 16:00:00.000,1.33901,1.34142,1.33567,1.33860,30737.760299999998
18.01.2011 20:00:00.000,1.33858,1.33935,1.33680,1.33776,12343.009900000001
19.01.2011 00:00:00.000,1.33776,1.34581,1.33761,1.34466,25845.0796
19.01.2011 04:00:00.000,1.34466,1.34996,1.34362,1.34837,30798.4902
19.01.2011 08:00:00.000,1.34844,1.34869,1.34350,1.34579,52519.8691
19.01.2011 12:00:00.000,1.34579,1.35379,1.34571,1.34934,59138.1309
19.01.2011 16:00:00.000,1.34938,1.35086,1.34512,1.34593,31103.4497
19.01.2011 20:00:00.000,1.34594,1.34759,1.34465,1.34515,16282.380400000002
20.01.2011 00:00:00.000,1.34515,1.34604,1.34267,1.34402,24154.5303
20.01.2011 04:00:00.000,1.34400,1.34873,1.34181,1.34222,30966.800300000003
20.01.2011 08:00:00.000,1.34230,1.35119,1.34224,1.34948,49193.8496
20.01.2011 12:00:00.000,1.34949,1.35218,1.33958,1.34105,72743.2774
20.01.2011 16:00:00.000,1.34105,1.34900,1.34102,1.34709,37838.5601
20.01.2011 20:00:00.000,1.34709,1.34821,1.34607,1.34650,12811.0198
21.01.2011 00:00:00.000,1.34649,1.35135,1.34485,1.35049,23606.0703
21.01.2011 04:00:00.000,1.35050,1.35319,1.34646,1.35152,28887.25
21.01.2011 08:00:00.000,1.35154,1.35624,1.35109,1.35147,46331.1797
21.01.2011 12:00:00.000,1.35147,1.35902,1.35045,1.35848,56388.5205
21.01.2011 16:00:00.000,1.35847,1.36038,1.35700,1.35980,32948.9599
21.01.2011 20:00:00.000,1.35979,1.36247,1.35979,1.36204,7581.2903
23.01.2011 20:00:00.000,1.36388,1.36417,1.36025,1.36187,5029.49
24.01.2011 00:00:00.000,1.36188,1.36230,1.35859,1.35975,22218.2203
24.01.2011 04:00:00.000,1.35975,1.36118,1.35760,1.35877,21864.5809
24.01.2011 08:00:00.000,1.35876,1.35903,1.35407,1.35540,42457.3906
24.01.2011 12:00:00.000,1.35547,1.36810,1.35509,1.36747,52188.3496
24.01.2011 16:00:00.000,1.36742,1.36852,1.36273,1.36352,31468.200200000003
24.01.2011 20:00:00.000,1.36358,1.36490,1.36328,1.36423,11392.610200000001
25.01.2011 00:00:00.000,1.36425,1.36838,1.36274,1.36532,23620.9097
25.01.2011 04:00:00.000,1.36531,1.36853,1.36377,1.36662,26796.5899
25.01.2011 08:00:00.000,1.36664,1.36819,1.35742,1.36347,53407.0801
25.01.2011 12:00:00.000,1.36350,1.36828,1.35760,1.36731,57313.7197
25.01.2011 16:00:00.000,1.36729,1.36784,1.36060,1.36748,36661.6694
25.01.2011 20:00:00.000,1.36748,1.37038,1.36689,1.36846,17000.9101
26.01.2011 00:00:00.000,1.36845,1.36995,1.36604,1.36844,16704.549899999998
26.01.2011 04:00:00.000,1.36843,1.36980,1.36567,1.36711,22328.819600000003
26.01.2011 08:00:00.000,1.36713,1.37212,1.36713,1.36929,48007.9297
26.01.2011 12:00:00.000,1.36932,1.37110,1.36449,1.36922,43958.2607
26.01.2011 16:00:00.000,1.36919,1.37067,1.36489,1.36825,36239.1396
26.01.2011 20:00:00.000,1.36828,1.37135,1.36768,1.37097,15230.359600000002
27.01.2011 00:00:00.000,1.37100,1.37139,1.36910,1.37023,17933.770099999998
27.01.2011 04:00:00.000,1.37023,1.37276,1.36499,1.36701,22117.8099
27.01.2011 08:00:00.000,1.36701,1.37538,1.36385,1.37338,44419.6503
27.01.2011 12:00:00.000,1.37338,1.37572,1.37090,1.37321,43543.410299999996
27.01.2011 16:00:00.000,1.37318,1.37343,1.36790,1.37293,36232.2999
27.01.2011 20:00:00.000,1.37285,1.37405,1.37211,1.37216,12817.8597
28.01.2011 00:00:00.000,1.37217,1.37432,1.36959,1.37044,22154.1305
28.01.2011 04:00:00.000,1.37044,1.37251,1.36931,1.37015,21158.1
28.01.2011 08:00:00.000,1.37015,1.37458,1.36787,1.37236,35716.8505
28.01.2011 12:00:00.000,1.37233,1.37391,1.36152,1.36242,44510.581099999996
28.01.2011 16:00:00.000,1.36241,1.36431,1.35831,1.36172,34163.0308
28.01.2011 20:00:00.000,1.36180,1.36181,1.35998,1.36099,5473.08
30.01.2011 20:00:00.000,1.35866,1.36028,1.35710,1.35715,5449.98
31.01.2011 00:00:00.000,1.35715,1.36101,1.35699,1.35954,21080.6602
31.01.2011 04:00:00.000,1.35954,1.36369,1.35919,1.36222,25268.5
31.01.2011 08:00:00.000,1.36221,1.36767,1.36006,1.36700,45979.1396
31.01.2011 12:00:00.000,1.36699,1.37391,1.36691,1.37078,51796.9892
31.01.2011 16:00:00.000,1.37072,1.37300,1.36631,1.36934,37333.239799999996
31.01.2011 20:00:00.000,1.36929,1.37138,1.36833,1.37135,13339.9402
01.02.2011 00:00:00.000,1.37130,1.37277,1.37068,1.37232,21657.54
01.02.2011 04:00:00.000,1.37232,1.37571,1.37135,1.37421,25136.379800000002
01.02.2011 08:00:00.000,1.37419,1.37750,1.37004,1.37591,48664.4199
01.02.2011 12:00:00.000,1.37592,1.37948,1.37276,1.37912,50332.5507
01.02.2011 16:00:00.000,1.37910,1.38359,1.37782,1.38193,39063.0898
01.02.2011 20:00:00.000,1.38192,1.38422,1.38180,1.38282,18923.1499
02.02.2011 00:00:00.000,1.38270,1.38612,1.38234,1.38559,19600.6402
02.02.2011 04:00:00.000,1.38557,1.38587,1.38271,1.38342,22040.25
02.02.2011 08:00:00.000,1.38337,1.38480,1.37991,1.38014,41008.7295
02.02.2011 12:00:00.000,1.38016,1.38271,1.37781,1.38092,51734.751
02.02.2011 16:00:00.000,1.38095,1.38122,1.37689,1.37983,43641.6396
02.02.2011 20:00:00.000,1.37983,1.38165,1.37949,1.38157,18225.8096
03.02.2011 00:00:00.000,1.38157,1.38157,1.37924,1.37929,19342.4302
03.02.2011 04:00:00.000,1.37929,1.38246,1.37838,1.38120,24131.8701
03.02.2011 08:00:00.000,1.38125,1.38146,1.37549,1.37597,42444.9405
03.02.2011 12:00:00.000,1.37595,1.37722,1.36163,1.36307,52994.8692
03.02.2011 16:00:00.000,1.36309,1.36583,1.36090,1.36339,42729
03.02.2011 20:00:00.000,1.36342,1.36411,1.36195,1.36232,20226.149699999998
04.02.2011 00:00:00.000,1.36235,1.36397,1.36189,1.36342,18192.219399999998
04.02.2011 04:00:00.000,1.36342,1.36405,1.36195,1.36209,20898.2099
04.02.2011 08:00:00.000,1.36209,1.36424,1.36175,1.36261,32217.270099999998
