Local time,open,high,low,close,volume
12.10.2012 00:00:00.000 GMT+0300,78.34,78.54,78.292,78.467,61352.8105
15.10.2012 00:00:00.000 GMT+0300,78.46,78.865,78.335,78.651,73372.1706
16.10.2012 00:00:00.000 GMT+0300,78.653,78.971,78.638,78.892,82814.2597
17.10.2012 00:00:00.000 GMT+0300,78.894,79.06,78.619,78.94,84414.7801
18.10.2012 00:00:00.000 GMT+0300,78.94,79.474,78.924,79.275,96355.4699
19.10.2012 00:00:00.000 GMT+0300,79.275,79.434,79.145,79.319,64044.7799
22.10.2012 00:00:00.000 GMT+0300,79.272,79.964,79.212,79.95,79167.9803
23.10.2012 00:00:00.000 GMT+0300,79.95,80.016,79.719,79.86,87544.3493
24.10.2012 00:00:00.000 GMT+0300,79.861,79.931,79.696,79.812,77004.5899
25.10.2012 00:00:00.000 GMT+0300,79.812,80.348,79.779,80.303,90629.8797
26.10.2012 00:00:00.000 GMT+0300,80.302,80.385,79.5,79.662,91415.439
28.10.2012 23:00:00.000 GMT+0200,79.59,79.848,79.533,79.81,56646.2996
29.10.2012 23:00:00.000 GMT+0200,79.811,80.138,79.282,79.641,75506.4802
30.10.2012 23:00:00.000 GMT+0200,79.641,79.968,79.503,79.772,77482.1499
31.10.2012 23:00:00.000 GMT+0200,79.772,80.21,79.758,80.129,74517.2195
01.11.2012 23:00:00.000 GMT+0200,80.131,80.68,80.109,80.434,73887.6399
05.11.2012 00:00:00.000 GMT+0200,80.451,80.567,80.157,80.293,59782.6397
06.11.2012 00:00:00.000 GMT+0200,80.293,80.448,79.967,80.354,64682.6597
07.11.2012 00:00:00.000 GMT+0200,80.355,80.416,79.765,80,112199.09
08.11.2012 00:00:00.000 GMT+0200,80.009,80.028,79.327,79.477,85426.4603
09.11.2012 00:00:00.000 GMT+0200,79.485,79.615,79.081,79.509,107856.8001
12.11.2012 00:00:00.000 GMT+0200,79.467,79.571,79.343,79.496,47250.8197
13.11.2012 00:00:00.000 GMT+0200,79.496,79.645,79.215,79.388,75231.3594
14.11.2012 00:00:00.000 GMT+0200,79.388,80.311,79.363,80.253,96143.1805
15.11.2012 00:00:00.000 GMT+0200,80.255,81.465,80.128,81.171,113017.1702
16.11.2012 00:00:00.000 GMT+0200,81.177,81.444,80.902,81.311,95739.1907
19.11.2012 00:00:00.000 GMT+0200,81.398,81.59,81.092,81.415,78453.7991
20.11.2012 00:00:00.000 GMT+0200,81.415,81.763,81.142,81.685,88953.3299
21.11.2012 00:00:00.000 GMT+0200,81.685,82.559,81.658,82.532,102731.2593
22.11.2012 00:00:00.000 GMT+0200,82.532,82.841,82.266,82.488,79262.2499
23.11.2012 00:00:00.000 GMT+0200,82.489,82.519,82.065,82.41,72458.7995
26.11.2012 00:00:00.000 GMT+0200,82.351,82.627,81.928,82.084,82455.8698
27.11.2012 00:00:00.000 GMT+0200,82.09,82.32,81.863,82.158,80699.8493
28.11.2012 00:00:00.000 GMT+0200,82.158,82.218,81.693,82.08,94799.2501
29.11.2012 00:00:00.000 GMT+0200,82.077,82.22,81.916,82.125,84461.9598
30.11.2012 00:00:00.000 GMT+0200,82.124,82.752,82.052,82.48,96733.2798
01.12.2012 00:00:00.000 GMT+0200,82.48,82.489,82.48,82.489,0
03.12.2012 00:00:00.000 GMT+0200,82.391,82.508,81.992,82.253,75072.8204
04.12.2012 00:00:00.000 GMT+0200,82.254,82.286,81.723,81.9,76407.47
05.12.2012 00:00:00.000 GMT+0200,81.901,82.485,81.801,82.47,90670.7406
06.12.2012 00:00:00.000 GMT+0200,82.47,82.621,82.205,82.406,75712.8806
07.12.2012 00:00:00.000 GMT+0200,82.406,82.834,82.187,82.509,78187.8402
10.12.2012 00:00:00.000 GMT+0200,82.53,82.644,82.121,82.372,64811.0801
11.12.2012 00:00:00.000 GMT+0200,82.372,82.58,82.307,82.522,58521.0598
12.12.2012 00:00:00.000 GMT+0200,82.528,83.3,82.491,83.27,95200.5595
13.12.2012 00:00:00.000 GMT+0200,83.27,83.676,83.138,83.652,105217.1501
14.12.2012 00:00:00.000 GMT+0200,83.653,83.966,83.323,83.51,108059.2093
17.12.2012 00:00:00.000 GMT+0200,84.348,84.356,83.617,83.891,104982.3596
18.12.2012 00:00:00.000 GMT+0200,83.893,84.272,83.828,84.208,90421.1095
19.12.2012 00:00:00.000 GMT+0200,84.207,84.62,84.172,84.413,106235.6597
20.12.2012 00:00:00.000 GMT+0200,84.411,84.457,83.865,84.387,118751.9194
21.12.2012 00:00:00.000 GMT+0200,84.386,84.447,83.865,84.256,123778.1509
24.12.2012 00:00:00.000 GMT+0200,84.387,84.954,84.33,84.951,48597.72
25.12.2012 00:00:00.000 GMT+0200,84.948,84.958,84.592,84.744,44738.26
26.12.2012 00:00:00.000 GMT+0200,84.786,85.733,84.786,85.64,87752.7604
27.12.2012 00:00:00.000 GMT+0200,85.64,86.151,85.488,86.106,120453.4101
28.12.2012 00:00:00.000 GMT+0200,86.105,86.645,85.891,85.925,106223.6505
31.12.2012 00:00:00.000 GMT+0200,85.83,86.795,85.672,86.749,80439.7693
01.01.2013 00:00:00.000 GMT+0200,86.737,86.759,86.674,86.715,1306.96
02.01.2013 00:00:00.000 GMT+0200,86.717,87.352,86.546,87.346,131146.6696
03.01.2013 00:00:00.000 GMT+0200,87.342,87.364,86.773,87.239,107460.5806
04.01.2013 00:00:00.000 GMT+0200,87.239,88.414,87.239,88.163,155790.8915
07.01.2013 00:00:00.000 GMT+0200,88.129,88.382,87.631,87.797,127382.9607
08.01.2013 00:00:00.000 GMT+0200,87.796,87.833,86.905,87.056,136110.291
09.01.2013 00:00:00.000 GMT+0200,87.063,88.02,86.836,87.885,135337.6795
10.01.2013 00:00:00.000 GMT+0200,87.883,88.796,87.859,88.784,143072.7391
11.01.2013 00:00:00.000 GMT+0200,88.782,89.453,88.691,89.19,168659.0202
14.01.2013 00:00:00.000 GMT+0200,89.306,89.681,89.088,89.483,133761.3092
15.01.2013 00:00:00.000 GMT+0200,89.483,89.633,88.293,88.8,194416.3397
16.01.2013 00:00:00.000 GMT+0200,88.797,88.88,87.799,88.387,190480.2883
17.01.2013 00:00:00.000 GMT+0200,88.385,90.138,88.14,89.886,206211.8408
18.01.2013 00:00:00.000 GMT+0200,89.883,90.211,89.643,90.101,170763.8221
21.01.2013 00:00:00.000 GMT+0200,90.098,90.256,89.344,89.604,132325.7193
22.01.2013 00:00:00.000 GMT+0200,89.604,90.14,88.37,88.712,211317.3413
23.01.2013 00:00:00.000 GMT+0200,88.716,88.799,88.066,88.621,155947.73
24.01.2013 00:00:00.000 GMT+0200,88.622,90.56,88.422,90.331,167395.3608
25.01.2013 00:00:00.000 GMT+0200,90.331,91.199,90.294,90.904,165941.3891
28.01.2013 00:00:00.000 GMT+0200,91.051,91.262,90.571,90.857,140804.4485
29.01.2013 00:00:00.000 GMT+0200,90.864,91.02,90.334,90.725,159442.581
30.01.2013 00:00:00.000 GMT+0200,90.725,91.41,90.668,91.093,151628.4616
31.01.2013 00:00:00.000 GMT+0200,91.096,91.784,90.751,91.723,144120.551
01.02.2013 00:00:00.000 GMT+0200,91.718,92.966,91.622,92.852,184193.4701
04.02.2013 00:00:00.000 GMT+0200,92.802,93.185,92.21,92.384,160867.6397
05.02.2013 00:00:00.000 GMT+0200,92.386,93.665,91.99,93.648,190504.8901
06.02.2013 00:00:00.000 GMT+0200,93.648,94.069,93.28,93.626,168748.931
07.02.2013 00:00:00.000 GMT+0200,93.623,93.921,93.087,93.637,161740.091
08.02.2013 00:00:00.000 GMT+0200,93.637,93.75,92.177,92.669,175692.9396
11.02.2013 00:00:00.000 GMT+0200,92.701,94.467,92.374,94.313,142793.6993
12.02.2013 00:00:00.000 GMT+0200,94.313,94.415,92.956,93.489,194988.5816
13.02.2013 00:00:00.000 GMT+0200,93.489,93.784,92.829,93.394,156100.1002
14.02.2013 00:00:00.000 GMT+0200,93.394,93.716,92.683,92.876,168475.0318
15.02.2013 00:00:00.000 GMT+0200,92.881,93.843,92.231,93.52,208724.3709
18.02.2013 00:00:00.000 GMT+0200,93.758,94.222,93.716,93.961,124983.9803
19.02.2013 00:00:00.000 GMT+0200,93.964,93.973,93.296,93.58,132599.6989
20.02.2013 00:00:00.000 GMT+0200,93.579,94.044,93.143,93.575,155649.7406
21.02.2013 00:00:00.000 GMT+0200,93.568,93.867,92.779,93.126,170031.9714
22.02.2013 00:00:00.000 GMT+0200,93.115,93.52,92.933,93.43,148634.0495
25.02.2013 00:00:00.000 GMT+0200,94.551,94.578,90.888,91.82,224883.3073
26.02.2013 00:00:00.000 GMT+0200,91.82,92.75,91.135,91.987,269016.8081
27.02.2013 00:00:00.000 GMT+0200,91.985,92.443,91.141,92.237,188049.5815
28.02.2013 00:00:00.000 GMT+0200,92.235,92.86,92.016,92.567,160335.5587
01.03.2013 00:00:00.000 GMT+0200,92.567,93.689,92.447,93.605,165994.4299
04.03.2013 00:00:00.000 GMT+0200,93.577,93.732,93.174,93.495,136888.1592
05.03.2013 00:00:00.000 GMT+0200,93.494,93.549,92.922,93.299,136602.4504
06.03.2013 00:00:00.000 GMT+0200,93.301,94.123,93.004,94.08,130613.7386
07.03.2013 00:00:00.000 GMT+0200,94.078,95.103,93.797,94.83,155535.7306
08.03.2013 00:00:00.000 GMT+0200,94.828,96.587,94.792,96.013,187328.8199
10.03.2013 23:00:00.000 GMT+0200,95.994,96.372,95.951,96.285,116343.7998
11.03.2013 23:00:00.000 GMT+0200,96.291,96.715,95.647,96.086,181002.0605
12.03.2013 23:00:00.000 GMT+0200,96.087,96.264,95.452,96.12,162888.1394
13.03.2013 23:00:00.000 GMT+0200,96.12,96.593,95.688,96.121,157751.5608
14.03.2013 23:00:00.000 GMT+0200,96.121,96.281,95.084,95.298,165379.5192
17.03.2013 23:00:00.000 GMT+0200,94.373,95.607,94.101,95.224,188770.87
18.03.2013 23:00:00.000 GMT+0200,95.223,95.753,94.729,95.174,166371.1391
19.03.2013 23:00:00.000 GMT+0200,95.171,96.138,94.834,96.012,162483.7281
20.03.2013 23:00:00.000 GMT+0200,96.012,96.114,94.56,94.915,202791.4898
21.03.2013 23:00:00.000 GMT+0200,94.917,95.139,94.201,94.477,187817.8593
24.03.2013 23:00:00.000 GMT+0200,94.438,94.967,93.537,94.172,190129.6596
25.03.2013 23:00:00.000 GMT+0200,94.173,94.623,93.871,94.453,173228.1389
26.03.2013 23:00:00.000 GMT+0200,94.453,94.914,94.026,94.453,173533.8594
27.03.2013 23:00:00.000 GMT+0200,94.452,94.497,93.88,94.142,167242.3613
28.03.2013 23:00:00.000 GMT+0200,94.141,94.311,93.966,94.203,70815.8198
01.04.2013 00:00:00.000 GMT+0300,94.3,94.383,93.168,93.25,117535.2992
02.04.2013 00:00:00.000 GMT+0300,93.259,93.564,92.576,93.45,162198.0296
03.04.2013 00:00:00.000 GMT+0300,93.449,93.692,92.719,93.043,155139.2297
04.04.2013 00:00:00.000 GMT+0300,93.044,96.417,92.739,96.336,252995.4325
05.04.2013 00:00:00.000 GMT+0300,96.333,97.837,95.808,97.573,274394.5182
08.04.2013 00:00:00.000 GMT+0300,98.24,99.389,98.081,99.366,227160.3917
09.04.2013 00:00:00.000 GMT+0300,99.369,99.667,98.595,99.033,209271.8881
10.04.2013 00:00:00.000 GMT+0300,99.033,99.879,98.919,99.782,194047.3489
11.04.2013 00:00:00.000 GMT+0300,99.782,99.952,99.119,99.677,195639.629
12.04.2013 00:00:00.000 GMT+0300,99.672,99.811,98.104,98.376,213343.9804
15.04.2013 00:00:00.000 GMT+0300,98.244,98.717,96.363,96.774,279465.1322
16.04.2013 00:00:00.000 GMT+0300,96.763,98.162,95.816,97.539,268905.0197
17.04.2013 00:00:00.000 GMT+0300,97.539,98.437,97.217,98.124,248810.2584
18.04.2013 00:00:00.000 GMT+0300,98.12,98.535,97.638,98.184,215227.7619
19.04.2013 00:00:00.000 GMT+0300,98.186,99.689,98.113,99.522,220925.0099
22.04.2013 00:00:00.000 GMT+0300,99.83,99.892,98.987,99.238,192851.2012
23.04.2013 00:00:00.000 GMT+0300,99.238,99.535,98.486,99.463,237764.9405
24.04.2013 00:00:00.000 GMT+0300,99.485,99.766,99.199,99.527,194601.7312
25.04.2013 00:00:00.000 GMT+0300,99.527,99.57,98.988,99.26,186026.9401
26.04.2013 00:00:00.000 GMT+0300,99.269,99.42,97.561,98.045,244403.4212
29.04.2013 00:00:00.000 GMT+0300,97.96,98.204,97.356,97.775,133917.0604
30.04.2013 00:00:00.000 GMT+0300,97.775,98.13,97.013,97.445,154040.4788
01.05.2013 00:00:00.000 GMT+0300,97.447,97.68,97.028,97.396,134959.4393
02.05.2013 00:00:00.000 GMT+0300,97.399,98.4,97.092,97.943,162737.6698
03.05.2013 00:00:00.000 GMT+0300,97.946,99.273,97.905,98.998,128427.6784
06.05.2013 00:00:00.000 GMT+0300,99.195,99.458,99.062,99.34,80342.4603
07.05.2013 00:00:00.000 GMT+0300,99.341,99.439,98.835,99.004,143558.0199
08.05.2013 00:00:00.000 GMT+0300,99.003,99.157,98.586,99.014,144646.2994
09.05.2013 00:00:00.000 GMT+0300,99.01,100.796,98.653,100.609,172913.0378
10.05.2013 00:00:00.000 GMT+0300,100.608,101.986,100.542,101.636,209292.3408
13.05.2013 00:00:00.000 GMT+0300,101.884,102.158,101.52,101.833,153026.2908
14.05.2013 00:00:00.000 GMT+0300,101.834,102.444,101.266,102.414,177864.0391
15.05.2013 00:00:00.000 GMT+0300,102.414,102.77,101.857,102.256,182092.9211
16.05.2013 00:00:00.000 GMT+0300,102.257,102.687,101.836,102.283,182228.6502
17.05.2013 00:00:00.000 GMT+0300,102.268,103.312,102.084,103.218,158875.3812
20.05.2013 00:00:00.000 GMT+0300,102.767,102.959,102.011,102.277,146924.2492
21.05.2013 00:00:00.000 GMT+0300,102.278,102.89,102.081,102.478,162258.5193
22.05.2013 00:00:00.000 GMT+0300,102.498,103.741,102.352,103.171,203807.7817
23.05.2013 00:00:00.000 GMT+0300,103.176,103.575,100.843,102.024,282815.1813
24.05.2013 00:00:00.000 GMT+0300,102.016,102.59,100.667,101.304,264695.2711
27.05.2013 00:00:00.000 GMT+0300,101.061,101.303,100.751,100.956,108964.7906
28.05.2013 00:00:00.000 GMT+0300,100.967,102.504,100.954,102.382,198051.9507
29.05.2013 00:00:00.000 GMT+0300,102.372,102.531,100.719,101.178,230893.6008
30.05.2013 00:00:00.000 GMT+0300,101.176,101.812,100.472,100.731,245303.1293
31.05.2013 00:00:00.000 GMT+0300,100.731,101.284,100.226,100.478,230046.38
03.06.2013 00:00:00.000 GMT+0300,100.45,100.727,98.867,99.551,191853.0579
04.06.2013 00:00:00.000 GMT+0300,99.551,100.421,99.336,100.047,189089.7615
05.06.2013 00:00:00.000 GMT+0300,100.047,100.47,98.972,99.063,217314.4018
06.06.2013 00:00:00.000 GMT+0300,99.063,99.472,95.906,96.977,264679.1773
07.06.2013 00:00:00.000 GMT+0300,96.977,97.787,95.001,97.544,341591.3284
10.06.2013 00:00:00.000 GMT+0300,97.857,99.287,97.715,98.766,203811.7987
11.06.2013 00:00:00.000 GMT+0300,98.766,99.065,95.602,96.036,287019.3882
12.06.2013 00:00:00.000 GMT+0300,96.036,97.022,95.144,96.035,216927.5498
13.06.2013 00:00:00.000 GMT+0300,96.036,96.131,93.798,95.381,282866.0997
14.06.2013 00:00:00.000 GMT+0300,95.392,95.822,93.988,94.133,255862.0924
17.06.2013 00:00:00.000 GMT+0300,94.192,95.22,94.145,94.511,142822.0309
18.06.2013 00:00:00.000 GMT+0300,94.506,95.769,94.447,95.339,135834.1584
19.06.2013 00:00:00.000 GMT+0300,95.34,97.036,94.837,96.474,133352.07
20.06.2013 00:00:00.000 GMT+0300,96.469,98.292,96.206,97.323,188752.5983
21.06.2013 00:00:00.000 GMT+0300,97.314,98.136,96.866,97.897,137754.1299
24.06.2013 00:00:00.000 GMT+0300,97.943,98.704,97.222,97.746,147150.13
25.06.2013 00:00:00.000 GMT+0300,97.746,98.066,96.963,97.821,130380.2406
26.06.2013 00:00:00.000 GMT+0300,97.824,98.24,97.241,97.743,125060.2096
27.06.2013 00:00:00.000 GMT+0300,97.761,98.574,97.57,98.36,112816.2304
28.06.2013 00:00:00.000 GMT+0300,98.36,99.453,98.346,99.16,116140.4103
01.07.2013 00:00:00.000 GMT+0300,99.252,99.871,99.181,99.676,84999.5807
02.07.2013 00:00:00.000 GMT+0300,99.675,100.73,99.514,100.644,91709.8507
03.07.2013 00:00:00.000 GMT+0300,100.645,100.86,99.262,99.936,121111.9701
04.07.2013 00:00:00.000 GMT+0300,99.937,100.165,99.495,100.05,76568.8499
05.07.2013 00:00:00.000 GMT+0300,100.05,101.234,99.894,101.205,101804.9499
08.07.2013 00:00:00.000 GMT+0300,101.266,101.536,100.793,100.979,87683.3996
09.07.2013 00:00:00.000 GMT+0300,100.98,101.304,100.775,101.164,87533.9201
10.07.2013 00:00:00.000 GMT+0300,101.164,101.221,99.424,99.695,114670.7507
11.07.2013 00:00:00.000 GMT+0300,99.687,99.927,98.274,98.971,152278.41
12.07.2013 00:00:00.000 GMT+0300,98.972,99.7,98.679,99.261,101264.0604
15.07.2013 00:00:00.000 GMT+0300,99.386,100.487,99.081,99.868,73791.2501
16.07.2013 00:00:00.000 GMT+0300,99.868,100.074,98.9,99.1,103504.3207
17.07.2013 00:00:00.000 GMT+0300,99.108,99.95,99.044,99.591,115754.4307
18.07.2013 00:00:00.000 GMT+0300,99.601,100.657,99.472,100.44,121728.1901
19.07.2013 00:00:00.000 GMT+0300,100.438,100.868,99.811,100.65,129631.7199
22.07.2013 00:00:00.000 GMT+0300,100.472,100.636,99.291,99.667,117563.4803
23.07.2013 00:00:00.000 GMT+0300,99.667,100.185,99.15,99.43,114212.2206
24.07.2013 00:00:00.000 GMT+0300,99.43,100.443,99.389,100.284,116611.1309
25.07.2013 00:00:00.000 GMT+0300,100.283,100.457,98.89,99.302,128873.5199
26.07.2013 00:00:00.000 GMT+0300,99.293,99.418,97.963,98.296,130611.8105
29.07.2013 00:00:00.000 GMT+0300,98.079,98.359,97.639,97.959,118036.64
30.07.2013 00:00:00.000 GMT+0300,97.959,98.467,97.763,98.033,106838.2295
31.07.2013 00:00:00.000 GMT+0300,98.04,98.564,97.587,97.886,131212.2494
01.08.2013 00:00:00.000 GMT+0300,97.889,99.574,97.661,99.556,127642.1201
02.08.2013 00:00:00.000 GMT+0300,99.554,99.954,98.667,98.96,119726.1415
05.08.2013 00:00:00.000 GMT+0300,98.936,99.154,98.196,98.311,99536.4501
06.08.2013 00:00:00.000 GMT+0300,98.295,98.588,97.516,97.753,108422.8708
07.08.2013 00:00:00.000 GMT+0300,97.752,97.813,96.331,96.344,136421.8905
08.08.2013 00:00:00.000 GMT+0300,96.344,96.94,95.81,96.722,134067.0487
09.08.2013 00:00:00.000 GMT+0300,96.723,96.973,96.133,96.225,103477.8996
12.08.2013 00:00:00.000 GMT+0300,96.351,96.941,95.93,96.91,90079.8196
13.08.2013 00:00:00.000 GMT+0300,96.916,98.345,96.865,98.21,122122.6991
14.08.2013 00:00:00.000 GMT+0300,98.212,98.43,97.869,98.158,100967.8302
15.08.2013 00:00:00.000 GMT+0300,98.158,98.66,97.062,97.384,145342.3206
16.08.2013 00:00:00.000 GMT+0300,97.368,97.777,97.057,97.542,119855.2204
19.08.2013 00:00:00.000 GMT+0300,97.593,98.126,97.362,97.559,103604.2101
20.08.2013 00:00:00.000 GMT+0300,97.551,97.865,96.915,97.271,122513.2899
21.08.2013 00:00:00.000 GMT+0300,97.272,97.99,97.127,97.685,120850.0809
22.08.2013 00:00:00.000 GMT+0300,97.689,98.812,97.598,98.731,118098.5496
23.08.2013 00:00:00.000 GMT+0300,98.718,99.155,98.395,98.719,112747.9894
26.08.2013 00:00:00.000 GMT+0300,98.611,98.846,98.271,98.523,72297.0301
27.08.2013 00:00:00.000 GMT+0300,98.523,98.54,96.993,97.036,124902.5894
28.08.2013 00:00:00.000 GMT+0300,97.04,97.841,96.823,97.652,105522.9708
29.08.2013 00:00:00.000 GMT+0300,97.652,98.522,97.456,98.354,104576.4697
30.08.2013 00:00:00.000 GMT+0300,98.352,98.485,97.89,98.177,100698.45
02.09.2013 00:00:00.000 GMT+0300,98.443,99.433,98.282,99.346,82479.2602
03.09.2013 00:00:00.000 GMT+0300,99.355,99.863,99.174,99.574,112975.8504
04.09.2013 00:00:00.000 GMT+0300,99.574,99.815,99.328,99.761,96628.3702
05.09.2013 00:00:00.000 GMT+0300,99.768,100.202,99.571,100.109,113689.61
06.09.2013 00:00:00.000 GMT+0300,100.115,100.23,98.545,99.133,118411.9504
09.09.2013 00:00:00.000 GMT+0300,99.732,100.11,99.339,99.588,99188.769
10.09.2013 00:00:00.000 GMT+0300,99.588,100.472,99.478,100.381,102250.4099
11.09.2013 00:00:00.000 GMT+0300,100.378,100.61,99.805,99.906,118861.2609
12.09.2013 00:00:00.000 GMT+0300,99.906,100,99.018,99.551,113030.6005
13.09.2013 00:00:00.000 GMT+0300,99.549,99.981,99.197,99.391,100045.3091
16.09.2013 00:00:00.000 GMT+0300,98.675,99.186,98.466,99.063,77813.7902
17.09.2013 00:00:00.000 GMT+0300,99.064,99.384,99.013,99.13,81313.2095
18.09.2013 00:00:00.000 GMT+0300,99.129,99.34,97.768,97.941,124514.6095
19.09.2013 00:00:00.000 GMT+0300,97.942,99.635,97.892,99.461,116498.8304
20.09.2013 00:00:00.000 GMT+0300,99.47,99.671,99.177,99.404,87143.69
23.09.2013 00:00:00.000 GMT+0300,99.282,99.364,98.653,98.85,64409.3093
24.09.2013 00:00:00.000 GMT+0300,98.85,99.177,98.479,98.755,84622.2194
25.09.2013 00:00:00.000 GMT+0300,98.756,98.818,98.389,98.438,83940.19
26.09.2013 00:00:00.000 GMT+0300,98.445,99.139,98.273,98.991,97592.2208
27.09.2013 00:00:00.000 GMT+0300,98.99,99.046,98.098,98.282,90472.7395
30.09.2013 00:00:00.000 GMT+0300,97.682,98.466,97.502,98.235,109423.7009
01.10.2013 00:00:00.000 GMT+0300,98.249,98.729,97.662,98.005,121818.5503
02.10.2013 00:00:00.000 GMT+0300,98.005,98.088,97.146,97.358,121153.2194
03.10.2013 00:00:00.000 GMT+0300,97.358,97.878,96.935,97.28,106851.5091
04.10.2013 00:00:00.000 GMT+0300,97.28,97.494,96.955,97.49,95919.1799
07.10.2013 00:00:00.000 GMT+0300,97.24,97.348,96.676,96.719,87249.4901
08.10.2013 00:00:00.000 GMT+0300,96.721,97.256,96.578,96.887,98371.7205
09.10.2013 00:00:00.000 GMT+0300,96.895,97.645,96.831,97.351,99849.0498
10.10.2013 00:00:00.000 GMT+0300,97.358,98.274,97.347,98.164,101135.7498
11.10.2013 00:00:00.000 GMT+0300,98.165,98.622,97.925,98.622,92946.1203
14.10.2013 00:00:00.000 GMT+0300,98.276,98.593,98.098,98.581,47981.86
15.10.2013 00:00:00.000 GMT+0300,98.588,98.71,98.005,98.181,94261.8303
16.10.2013 00:00:00.000 GMT+0300,98.194,98.971,98.14,98.769,107790.1594
17.10.2013 00:00:00.000 GMT+0300,98.77,99.01,97.742,97.921,120215.0096
18.10.2013 00:00:00.000 GMT+0300,97.925,98.162,97.561,97.782,86193.4297
21.10.2013 00:00:00.000 GMT+0300,97.892,98.245,97.793,98.19,74710.8302
22.10.2013 00:00:00.000 GMT+0300,98.196,98.488,97.874,98.151,83704.0598
23.10.2013 00:00:00.000 GMT+0300,98.151,98.196,97.162,97.379,131447.5707
24.10.2013 00:00:00.000 GMT+0300,97.38,97.619,97.176,97.286,109874.4091
25.10.2013 00:00:00.000 GMT+0300,97.286,97.496,96.945,97.441,98496.5202
27.10.2013 23:00:00.000 GMT+0200,97.755,97.791,97.451,97.674,78269.9208
28.10.2013 23:00:00.000 GMT+0200,97.68,98.28,97.464,98.191,89791.5102
29.10.2013 23:00:00.000 GMT+0200,98.197,98.68,98.06,98.514,107572.5305
30.10.2013 23:00:00.000 GMT+0200,98.514,98.575,98.09,98.361,116881.1988
31.10.2013 23:00:00.000 GMT+0200,98.359,98.853,97.813,98.72,111397.7895
04.11.2013 00:00:00.000 GMT+0200,98.833,98.85,98.539,98.607,60900.7988
05.11.2013 00:00:00.000 GMT+0200,98.607,98.68,98.172,98.503,104494.209
06.11.2013 00:00:00.000 GMT+0200,98.503,98.759,98.412,98.663,89367.0598
07.11.2013 00:00:00.000 GMT+0200,98.665,99.413,97.63,98.092,143283.8305
08.11.2013 00:00:00.000 GMT+0200,98.092,99.225,97.981,99.064,126259.2599
11.11.2013 00:00:00.000 GMT+0200,99.251,99.302,98.927,99.159,67913.2297
12.11.2013 00:00:00.000 GMT+0200,99.162,99.801,99.107,99.641,106628.5395
13.11.2013 00:00:00.000 GMT+0200,99.641,99.679,99.114,99.244,96556.9196
14.11.2013 00:00:00.000 GMT+0200,99.244,100.155,99.138,100.018,137016.3601
15.11.2013 00:00:00.000 GMT+0200,100.019,100.435,99.94,100.198,102079.4593
18.11.2013 00:00:00.000 GMT+0200,100.278,100.394,99.795,99.998,91125.2896
19.11.2013 00:00:00.000 GMT+0200,99.997,100.26,99.573,100.141,107894.7595
20.11.2013 00:00:00.000 GMT+0200,100.144,100.25,99.79,100.033,129862.5211
21.11.2013 00:00:00.000 GMT+0200,100.033,101.17,100.011,101.161,126660.7098
22.11.2013 00:00:00.000 GMT+0200,101.161,101.359,100.957,101.287,103248.1095
25.11.2013 00:00:00.000 GMT+0200,101.307,101.922,101.144,101.676,104309.7012
26.11.2013 00:00:00.000 GMT+0200,101.677,101.739,101.154,101.3,96210.6801
27.11.2013 00:00:00.000 GMT+0200,101.3,102.196,101.186,102.161,103366.9492
28.11.2013 00:00:00.000 GMT+0200,102.161,102.376,101.939,102.334,85645.6904
29.11.2013 00:00:00.000 GMT+0200,102.335,102.613,102.121,102.477,117271.4996
01.12.2013 00:00:00.000 GMT+0200,102.477,102.49,102.477,102.49,0
02.12.2013 00:00:00.000 GMT+0200,102.512,103.131,102.229,102.943,99596.3008
03.12.2013 00:00:00.000 GMT+0200,102.943,103.381,101.984,102.518,137825.9107
04.12.2013 00:00:00.000 GMT+0200,102.519,102.84,101.822,102.356,159810.2116
05.12.2013 00:00:00.000 GMT+0200,102.359,102.447,101.629,101.791,143637.3983
06.12.2013 00:00:00.000 GMT+0200,101.797,102.965,101.636,102.922,146739.7403
09.12.2013 00:00:00.000 GMT+0200,103.035,103.331,102.895,103.271,109896.2696
10.12.2013 00:00:00.000 GMT+0200,103.273,103.4,102.581,102.846,128280.8904
11.12.2013 00:00:00.000 GMT+0200,102.845,102.951,102.159,102.432,128404.3212
12.12.2013 00:00:00.000 GMT+0200,102.427,103.44,102.395,103.376,128593.5606
13.12.2013 00:00:00.000 GMT+0200,103.376,103.928,102.994,103.286,137918.2797
16.12.2013 00:00:00.000 GMT+0200,103.296,103.296,102.648,103.021,109049.3613
17.12.2013 00:00:00.000 GMT+0200,103.023,103.111,102.507,102.672,86067.1505
18.12.2013 00:00:00.000 GMT+0200,102.672,104.361,102.567,104.286,141772.8106
19.12.2013 00:00:00.000 GMT+0200,104.286,104.374,103.789,104.249,126156.4511
20.12.2013 00:00:00.000 GMT+0200,104.248,104.638,103.861,104.159,107684.8803
23.12.2013 00:00:00.000 GMT+0200,104.002,104.131,103.778,104.112,51979.7895
24.12.2013 00:00:00.000 GMT+0200,104.114,104.42,104.106,104.291,60121.98
25.12.2013 00:00:00.000 GMT+0200,104.301,104.49,104.269,104.394,12811.1002
26.12.2013 00:00:00.000 GMT+0200,104.394,104.845,104.394,104.81,73525.6599
27.12.2013 00:00:00.000 GMT+0200,104.81,105.2,104.652,105.198,90211.87
