Local time,open,high,low,close,volume
21.06.2006 00:00:00.000 GMT+0300,114.977,115.222,114.392,114.91,574563.4921
22.06.2006 00:00:00.000 GMT+0300,114.894,116.283,114.668,116.13,587597.8945
23.06.2006 00:00:00.000 GMT+0300,116.131,116.605,115.782,116.6,580697.2041
26.06.2006 00:00:00.000 GMT+0300,116.585,116.6,116.093,116.275,584486.4063
27.06.2006 00:00:00.000 GMT+0300,116.279,116.696,115.756,116.3,585205.999
28.06.2006 00:00:00.000 GMT+0300,116.312,116.5,116.065,116.495,586627.3936
29.06.2006 00:00:00.000 GMT+0300,116.491,116.62,114.863,115.2,581451.3956
30.06.2006 00:00:00.000 GMT+0300,115.206,115.228,114.199,114.455,588924.1943
01.07.2006 00:00:00.000 GMT+0300,114.455,114.466,114.455,114.466,0
03.07.2006 00:00:00.000 GMT+0300,114.407,114.949,114.107,114.69,586123.2959
04.07.2006 00:00:00.000 GMT+0300,114.679,114.81,114.389,114.805,578465.1005
05.07.2006 00:00:00.000 GMT+0300,114.815,115.78,114.602,115.743,590956.4913
06.07.2006 00:00:00.000 GMT+0300,115.713,115.718,114.899,115.131,578187.2998
07.07.2006 00:00:00.000 GMT+0300,115.136,115.289,113.83,114.052,585120.2012
10.07.2006 00:00:00.000 GMT+0300,114.01,114.295,113.455,114.29,586741.3008
11.07.2006 00:00:00.000 GMT+0300,114.298,114.673,113.92,114.255,586052.6925
12.07.2006 00:00:00.000 GMT+0300,114.235,115.708,114.172,115.525,583918.3018
13.07.2006 00:00:00.000 GMT+0300,115.53,115.53,114.999,115.41,583069.9072
14.07.2006 00:00:00.000 GMT+0300,115.408,116.396,115.325,116.145,581897.4014
17.07.2006 00:00:00.000 GMT+0300,116.15,117.28,116.132,117.25,576531.7071
18.07.2006 00:00:00.000 GMT+0300,117.226,117.586,116.716,117.325,579688.3077
19.07.2006 00:00:00.000 GMT+0300,117.305,117.87,116.657,116.895,578832.2071
20.07.2006 00:00:00.000 GMT+0300,116.894,117.07,116.523,117.065,581622.9014
21.07.2006 00:00:00.000 GMT+0300,117.038,117.129,115.825,116.175,579463.3984
24.07.2006 00:00:00.000 GMT+0300,116.132,116.925,116.049,116.685,584948.2999
25.07.2006 00:00:00.000 GMT+0300,116.655,117.399,116.532,117.249,581183.2999
26.07.2006 00:00:00.000 GMT+0300,117.221,117.241,116.185,116.275,583477.0079
27.07.2006 00:00:00.000 GMT+0300,116.28,116.419,115.309,115.805,580173.8916
28.07.2006 00:00:00.000 GMT+0300,115.793,116.005,114.611,114.655,588161.0089
31.07.2006 00:00:00.000 GMT+0300,114.673,114.85,114.19,114.685,582588.2979
01.08.2006 00:00:00.000 GMT+0300,114.689,115.372,114.489,114.595,582784.5976
02.08.2006 00:00:00.000 GMT+0300,114.59,114.866,113.972,114.7,588491.498
03.08.2006 00:00:00.000 GMT+0300,114.688,115.304,114.545,115.02,583766.5039
04.08.2006 00:00:00.000 GMT+0300,115.023,115.548,113.998,114.455,584739.9014
07.08.2006 00:00:00.000 GMT+0300,113.845,115.165,113.822,115.16,584247.3955
08.08.2006 00:00:00.000 GMT+0300,115.151,115.324,114.554,115.31,579947.9034
09.08.2006 00:00:00.000 GMT+0300,115.299,115.73,114.8,115.385,578431.3955
10.08.2006 00:00:00.000 GMT+0300,115.392,115.614,114.386,115.28,589491.2081
11.08.2006 00:00:00.000 GMT+0300,115.276,116.426,115.125,116.315,585931.7977
14.08.2006 00:00:00.000 GMT+0300,116.335,116.747,116.153,116.735,586383.005
15.08.2006 00:00:00.000 GMT+0300,116.737,116.737,115.85,116.075,580726.002
16.08.2006 00:00:00.000 GMT+0300,116.067,116.367,115.636,115.87,583083.6933
17.08.2006 00:00:00.000 GMT+0300,115.862,116.168,115.188,115.99,577341.7968
18.08.2006 00:00:00.000 GMT+0300,115.99,116.084,115.466,115.815,577876.8037
21.08.2006 00:00:00.000 GMT+0300,115.792,115.971,115.355,115.865,580345.6075
22.08.2006 00:00:00.000 GMT+0300,115.862,116.843,115.808,116.54,580593.9991
23.08.2006 00:00:00.000 GMT+0300,116.547,116.612,116.095,116.43,581541.1016
24.08.2006 00:00:00.000 GMT+0300,116.431,116.584,116.192,116.55,586652.4052
25.08.2006 00:00:00.000 GMT+0300,116.556,117.404,115.448,117.29,587051.1962
28.08.2006 00:00:00.000 GMT+0300,117.249,117.333,116.871,117.244,578799.2071
29.08.2006 00:00:00.000 GMT+0300,117.233,117.243,116.508,116.65,580808.0986
30.08.2006 00:00:00.000 GMT+0300,116.655,117.279,116.586,117.175,580604.5019
31.08.2006 00:00:00.000 GMT+0300,117.172,117.482,116.921,117.403,591273.8937
01.09.2006 00:00:00.000 GMT+0300,117.378,117.476,117.038,117.082,597908.3048
04.09.2006 00:00:00.000 GMT+0300,117.065,117.103,115.859,116.096,591752.3037
05.09.2006 00:00:00.000 GMT+0300,116.102,116.204,115.58,116.083,601001.9873
06.09.2006 00:00:00.000 GMT+0300,116.083,116.895,115.946,116.658,600464.4014
07.09.2006 00:00:00.000 GMT+0300,116.576,117.054,116.002,116.436,596165.3985
08.09.2006 00:00:00.000 GMT+0300,116.439,117.021,116.099,116.956,608208.9093
11.09.2006 00:00:00.000 GMT+0300,116.886,117.774,116.613,117.69,598532.5009
12.09.2006 00:00:00.000 GMT+0300,117.693,118.139,117.411,117.963,598840.999
13.09.2006 00:00:00.000 GMT+0300,117.968,118.014,117.371,117.693,591706.4054
14.09.2006 00:00:00.000 GMT+0300,117.698,117.779,117.319,117.6,601136.9942
15.09.2006 00:00:00.000 GMT+0300,117.594,118.111,117.32,117.569,605419.5996
18.09.2006 00:00:00.000 GMT+0300,117.537,118.277,117.257,117.961,589974.0995
19.09.2006 00:00:00.000 GMT+0300,117.977,118.11,117.009,117.771,590680.3954
20.09.2006 00:00:00.000 GMT+0300,117.78,117.78,117.001,117.477,604075.3037
21.09.2006 00:00:00.000 GMT+0300,117.476,117.486,116.228,116.383,598352.9991
22.09.2006 00:00:00.000 GMT+0300,116.375,116.604,116.064,116.572,599877.7031
25.09.2006 00:00:00.000 GMT+0300,116.595,116.738,116.113,116.631,602585.3965
26.09.2006 00:00:00.000 GMT+0300,116.609,117.242,116.263,117.128,598635.8008
27.09.2006 00:00:00.000 GMT+0300,117.087,117.654,116.894,117.517,600342.8018
28.09.2006 00:00:00.000 GMT+0300,117.504,117.936,117.326,117.835,600555.9912
29.09.2006 00:00:00.000 GMT+0300,117.802,118.196,117.53,118.185,598296.8916
01.10.2006 00:00:00.000 GMT+0300,118.185,118.185,118.067,118.067,0
02.10.2006 00:00:00.000 GMT+0300,118.121,118.406,117.51,117.665,592137.8974
03.10.2006 00:00:00.000 GMT+0300,117.633,117.964,117.385,117.935,596756.6035
04.10.2006 00:00:00.000 GMT+0300,117.918,118.285,117.834,117.914,600955.7919
05.10.2006 00:00:00.000 GMT+0300,117.888,117.922,117.458,117.705,599984.1895
06.10.2006 00:00:00.000 GMT+0300,117.703,119.1,117.644,119.022,598867.6045
09.10.2006 00:00:00.000 GMT+0300,119,119.301,118.041,119.111,604966.2071
10.10.2006 00:00:00.000 GMT+0300,119.096,119.79,118.909,119.743,597631.7011
11.10.2006 00:00:00.000 GMT+0300,119.739,119.832,119.353,119.805,589031.7969
12.10.2006 00:00:00.000 GMT+0300,119.763,119.789,119.26,119.384,604863.6972
13.10.2006 00:00:00.000 GMT+0300,119.363,119.883,119.092,119.639,598083.202
16.10.2006 00:00:00.000 GMT+0300,119.662,119.798,118.992,119.048,592402.7949
17.10.2006 00:00:00.000 GMT+0300,119.034,119.134,118.555,118.762,597322.8077
18.10.2006 00:00:00.000 GMT+0300,118.753,119.175,118.346,118.934,600744.2012
19.10.2006 00:00:00.000 GMT+0300,118.916,119.018,118.023,118.17,595082.4981
20.10.2006 00:00:00.000 GMT+0300,118.167,118.797,118.104,118.748,598576.0899
23.10.2006 00:00:00.000 GMT+0300,118.752,119.387,118.569,119.364,596346.2997
24.10.2006 00:00:00.000 GMT+0300,119.351,119.659,119.095,119.378,608969.5029
25.10.2006 00:00:00.000 GMT+0300,119.362,119.437,118.893,119.134,597110.497
26.10.2006 00:00:00.000 GMT+0300,119.133,119.139,118.245,118.418,596662.6973
27.10.2006 00:00:00.000 GMT+0300,118.399,118.721,117.176,117.616,599131.2022
30.10.2006 00:00:00.000 GMT+0200,117.458,117.61,117.221,117.48,596176.295
31.10.2006 00:00:00.000 GMT+0200,117.442,118.038,116.63,116.977,594345.8985
01.11.2006 00:00:00.000 GMT+0200,116.956,117.156,116.596,117.057,600113.8038
02.11.2006 00:00:00.000 GMT+0200,117.033,117.362,116.684,117.134,595892.21
03.11.2006 00:00:00.000 GMT+0200,117.122,118.191,116.982,118.011,601650.8946
06.11.2006 00:00:00.000 GMT+0200,118.062,118.465,117.81,118.316,599660.7041
07.11.2006 00:00:00.000 GMT+0200,118.295,118.315,117.267,117.698,592787.3068
08.11.2006 00:00:00.000 GMT+0200,117.69,117.991,117.407,117.848,599384.3916
09.11.2006 00:00:00.000 GMT+0200,117.807,118.598,117.695,117.935,591787.5059
10.11.2006 00:00:00.000 GMT+0200,117.918,117.956,117.204,117.626,587490.5029
13.11.2006 00:00:00.000 GMT+0200,117.562,118.297,117.134,118.187,594169.1992
14.11.2006 00:00:00.000 GMT+0200,118.115,118.184,117.263,117.636,597574.1006
15.11.2006 00:00:00.000 GMT+0200,117.627,118.199,117.512,118.025,585922.0079
16.11.2006 00:00:00.000 GMT+0200,117.986,118.331,117.739,118.217,591107.2988
17.11.2006 00:00:00.000 GMT+0200,118.203,118.467,117.521,117.754,590538.6973
20.11.2006 00:00:00.000 GMT+0200,117.859,118.2,117.76,118.058,598769.7061
21.11.2006 00:00:00.000 GMT+0200,118.046,118.24,117.735,117.918,598526.4004
22.11.2006 00:00:00.000 GMT+0200,117.906,117.924,116.372,116.75,594200.2012
23.11.2006 00:00:00.000 GMT+0200,116.731,116.835,116.043,116.305,593854.0936
24.11.2006 00:00:00.000 GMT+0200,116.296,116.489,115.587,115.874,594739.2032
27.11.2006 00:00:00.000 GMT+0200,115.533,116.405,115.382,116.098,589614.9961
28.11.2006 00:00:00.000 GMT+0200,116.083,116.402,115.886,116.155,598101.2061
29.11.2006 00:00:00.000 GMT+0200,116.146,116.46,115.582,116.417,569403.8926
30.11.2006 00:00:00.000 GMT+0200,116.4,116.561,115.519,115.801,593369.5938
01.12.2006 00:00:00.000 GMT+0200,115.802,116.375,114.998,115.446,596348.0928
04.12.2006 00:00:00.000 GMT+0200,115.452,115.835,115.112,115.286,588871.3916
05.12.2006 00:00:00.000 GMT+0200,115.272,115.435,114.452,114.904,594457.3956
06.12.2006 00:00:00.000 GMT+0200,114.876,115.303,114.522,115.265,595391.0996
07.12.2006 00:00:00.000 GMT+0200,115.253,115.386,114.761,115.254,599080.4072
08.12.2006 00:00:00.000 GMT+0200,115.245,116.485,114.921,116.329,599814.2071
11.12.2006 00:00:00.000 GMT+0200,116.423,117.246,116.174,117.008,595921.5938
12.12.2006 00:00:00.000 GMT+0200,116.983,117.221,116.695,116.795,601758.001
13.12.2006 00:00:00.000 GMT+0200,116.776,117.657,116.651,117.593,595518.498
14.12.2006 00:00:00.000 GMT+0200,117.575,117.88,117.269,117.848,602954.9024
15.12.2006 00:00:00.000 GMT+0200,117.831,118.331,117.46,118.196,596462.8937
18.12.2006 00:00:00.000 GMT+0200,117.926,118.276,117.683,118.163,596957.4961
19.12.2006 00:00:00.000 GMT+0200,118.16,118.305,117.784,118.115,590585.7051
20.12.2006 00:00:00.000 GMT+0200,118.1,118.516,117.942,118.474,596515.705
21.12.2006 00:00:00.000 GMT+0200,118.458,118.511,117.977,118.356,598878.9951
22.12.2006 00:00:00.000 GMT+0200,118.324,118.974,118.191,118.835,608455.1114
25.12.2006 00:00:00.000 GMT+0200,118.884,118.976,118.652,118.758,603982.8954
26.12.2006 00:00:00.000 GMT+0200,118.764,119.236,118.699,119.15,602177.0997
27.12.2006 00:00:00.000 GMT+0200,119.139,119.225,118.292,118.868,596169.5947
28.12.2006 00:00:00.000 GMT+0200,118.841,119.042,118.51,118.924,606519.8027
29.12.2006 00:00:00.000 GMT+0200,118.912,119.169,118.714,119.102,605967.3066
01.01.2007 00:00:00.000 GMT+0200,119.016,119.087,118.952,119.06,586647.8986
02.01.2007 00:00:00.000 GMT+0200,119.054,119.074,118.48,118.844,604144.2071
03.01.2007 00:00:00.000 GMT+0200,118.843,119.681,118.651,119.382,597819.0058
04.01.2007 00:00:00.000 GMT+0200,119.34,119.51,118.993,119.063,600585.498
05.01.2007 00:00:00.000 GMT+0200,119.042,119.06,117.993,118.63,600440.4991
08.01.2007 00:00:00.000 GMT+0200,118.623,118.826,118.123,118.79,594704.5938
09.01.2007 00:00:00.000 GMT+0200,118.783,119.549,118.687,119.38,589104.5108
10.01.2007 00:00:00.000 GMT+0200,119.36,119.779,119.139,119.645,594887.7939
11.01.2007 00:00:00.000 GMT+0200,119.634,120.644,119.478,120.506,597045.7911
12.01.2007 00:00:00.000 GMT+0200,120.492,120.735,120.175,120.324,593716.8047
15.01.2007 00:00:00.000 GMT+0200,120.375,120.604,120.061,120.44,593114.6924
16.01.2007 00:00:00.000 GMT+0200,120.433,120.778,120.197,120.675,599868.1933
17.01.2007 00:00:00.000 GMT+0200,120.655,120.885,120.36,120.668,593872.7013
18.01.2007 00:00:00.000 GMT+0200,120.655,121.591,120.465,121.226,595250.9922
19.01.2007 00:00:00.000 GMT+0200,121.213,121.49,121.095,121.232,593198.9013
22.01.2007 00:00:00.000 GMT+0200,121.244,121.797,121.184,121.664,591163.3956
23.01.2007 00:00:00.000 GMT+0200,121.652,121.753,121.123,121.645,593804.3995
24.01.2007 00:00:00.000 GMT+0200,121.646,121.792,120.661,121.201,593005.1982
25.01.2007 00:00:00.000 GMT+0200,121.188,121.285,120.21,121.256,591508.3018
26.01.2007 00:00:00.000 GMT+0200,121.254,121.644,121.203,121.537,593151.7978
29.01.2007 00:00:00.000 GMT+0200,121.45,122.185,121.401,121.737,591469.8995
30.01.2007 00:00:00.000 GMT+0200,121.733,121.998,121.479,121.635,590100.3008
31.01.2007 00:00:00.000 GMT+0200,121.62,121.754,120.64,120.706,597222.708
01.02.2007 00:00:00.000 GMT+0200,120.678,120.92,120.149,120.823,598579.1953
02.02.2007 00:00:00.000 GMT+0200,120.806,121.363,120.64,121.132,595387.1963
05.02.2007 00:00:00.000 GMT+0200,121.096,121.195,120.213,120.334,594254.5948
06.02.2007 00:00:00.000 GMT+0200,120.322,120.564,119.993,120.092,595468.997
07.02.2007 00:00:00.000 GMT+0200,120.093,120.813,119.98,120.696,597772.2041
08.02.2007 00:00:00.000 GMT+0200,120.677,121.442,120.579,121.043,589747.2979
09.02.2007 00:00:00.000 GMT+0200,121.032,121.753,120.981,121.709,590754.4922
12.02.2007 00:00:00.000 GMT+0200,121.788,122.1,121.602,121.955,616068.9004
13.02.2007 00:00:00.000 GMT+0200,121.938,121.979,121.109,121.182,594086.7003
14.02.2007 00:00:00.000 GMT+0200,121.172,121.371,120.641,120.798,597893.705
15.02.2007 00:00:00.000 GMT+0200,120.778,120.778,119.159,119.286,593233.3946
16.02.2007 00:00:00.000 GMT+0200,119.262,119.561,118.997,119.422,597033.1085
19.02.2007 00:00:00.000 GMT+0200,119.406,119.745,119.218,119.566,595940.6943
20.02.2007 00:00:00.000 GMT+0200,119.551,120.345,119.524,120.028,598160.2949
21.02.2007 00:00:00.000 GMT+0200,120.012,121.18,119.728,120.949,591422.499
22.02.2007 00:00:00.000 GMT+0200,120.921,121.647,120.8,121.595,592642.501
23.02.2007 00:00:00.000 GMT+0200,121.58,121.64,120.915,121.069,593209.0957
26.02.2007 00:00:00.000 GMT+0200,121.03,121.077,120.362,120.645,591938.2959
27.02.2007 00:00:00.000 GMT+0200,120.641,120.756,117.535,117.932,590034.213
28.02.2007 00:00:00.000 GMT+0200,117.928,118.826,117.911,118.558,595211.8965
01.03.2007 00:00:00.000 GMT+0200,118.535,118.867,116.995,117.608,598924.3106
02.03.2007 00:00:00.000 GMT+0200,117.604,117.83,116.433,116.808,598224.7002
05.03.2007 00:00:00.000 GMT+0200,116.752,116.798,115.162,115.53,592078.9999
06.03.2007 00:00:00.000 GMT+0200,115.53,116.737,115.202,116.603,596712.0938
07.03.2007 00:00:00.000 GMT+0200,116.597,116.897,115.987,116.067,596470.0009
08.03.2007 00:00:00.000 GMT+0200,116.047,117.483,115.567,117.177,595393.0957
09.03.2007 00:00:00.000 GMT+0200,117.155,118.383,117.092,118.325,588831.9951
11.03.2007 23:00:00.000 GMT+0200,118.302,118.496,117.221,117.74,598243.4989
12.03.2007 23:00:00.000 GMT+0200,117.736,117.775,116.202,116.294,586836.2031
13.03.2007 23:00:00.000 GMT+0200,116.272,117.136,115.769,117.093,597091.9063
14.03.2007 23:00:00.000 GMT+0200,117.091,117.785,116.993,117.589,590795.4112
15.03.2007 23:00:00.000 GMT+0200,117.577,117.603,116.515,116.718,595294.2012
18.03.2007 23:00:00.000 GMT+0200,116.467,117.766,116.23,117.535,591210.8984
19.03.2007 23:00:00.000 GMT+0200,117.535,117.995,116.937,117.299,593919.5977
20.03.2007 23:00:00.000 GMT+0200,117.297,117.954,117.183,117.549,598273.1954
21.03.2007 23:00:00.000 GMT+0200,117.548,118.304,117.256,118.137,595404.1085
22.03.2007 23:00:00.000 GMT+0200,118.103,118.248,117.411,118.135,590480.7951
26.03.2007 00:00:00.000 GMT+0300,118.085,118.43,117.643,118.123,569455.2969
27.03.2007 00:00:00.000 GMT+0300,118.12,118.359,117.68,117.88,422716.2867
28.03.2007 00:00:00.000 GMT+0300,117.87,117.89,116.387,116.852,165104.8806
29.03.2007 00:00:00.000 GMT+0300,116.853,118.102,116.692,118.077,566774.4541
30.03.2007 00:00:00.000 GMT+0300,118.047,118.398,117.228,117.85,849893.5481
01.04.2007 00:00:00.000 GMT+0300,117.85,117.85,117.668,117.668,0
02.04.2007 00:00:00.000 GMT+0300,117.98,118.08,117.51,117.87,1453514.047
03.04.2007 00:00:00.000 GMT+0300,117.87,118.99,117.719,118.98,1530463.395
04.04.2007 00:00:00.000 GMT+0300,118.98,119.095,118.56,118.765,797225.9707
05.04.2007 00:00:00.000 GMT+0300,118.735,119.005,118.44,118.75,645743.4903
06.04.2007 00:00:00.000 GMT+0300,118.75,119.405,118.666,119.275,494935.9047
09.04.2007 00:00:00.000 GMT+0300,119.28,119.395,119.19,119.34,291379.0151
10.04.2007 00:00:00.000 GMT+0300,119.345,119.385,118.77,119.07,774718.709
11.04.2007 00:00:00.000 GMT+0300,119.075,119.55,118.88,119.4,770079.8975
12.04.2007 00:00:00.000 GMT+0300,119.39,119.525,118.805,119.19,613833.8916
13.04.2007 00:00:00.000 GMT+0300,119.16,119.57,118.207,119.27,435729.9981
16.04.2007 00:00:00.000 GMT+0300,119.18,119.88,119.13,119.75,560883.027
17.04.2007 00:00:00.000 GMT+0300,119.75,119.83,118.83,118.93,926165.79
18.04.2007 00:00:00.000 GMT+0300,118.93,119.04,118.12,118.69,825607.7275
19.04.2007 00:00:00.000 GMT+0300,118.69,118.69,117.62,118.49,886400.9491
20.04.2007 00:00:00.000 GMT+0300,118.49,118.98,118.26,118.71,722263.5458
23.04.2007 00:00:00.000 GMT+0300,118.702,119.04,118.23,118.67,786203.3462
24.04.2007 00:00:00.000 GMT+0300,118.67,118.955,118.25,118.61,809845.8358
25.04.2007 00:00:00.000 GMT+0300,118.61,118.85,118.285,118.76,764277.6289
26.04.2007 00:00:00.000 GMT+0300,118.75,119.675,118.54,119.58,961986.6661
27.04.2007 00:00:00.000 GMT+0300,119.58,119.77,118.89,119.65,781385.5136
30.04.2007 00:00:00.000 GMT+0300,119.416,119.76,119.15,119.53,698063.5953
01.05.2007 00:00:00.000 GMT+0300,119.53,119.89,119.08,119.89,1513586.286
02.05.2007 00:00:00.000 GMT+0300,119.89,120.29,119.515,120.17,2142451.869
03.05.2007 00:00:00.000 GMT+0300,120.17,120.48,119.98,120.47,1680871.488
04.05.2007 00:00:00.000 GMT+0300,120.47,120.48,119.92,120.22,1477173.799
07.05.2007 00:00:00.000 GMT+0300,120.09,120.22,119.805,120.12,1054631.42
08.05.2007 00:00:00.000 GMT+0300,120.12,120.15,119.535,120.04,2327806.184
09.05.2007 00:00:00.000 GMT+0300,120.04,120.15,119.64,120.1,2211739.52
10.05.2007 00:00:00.000 GMT+0300,120.1,120.55,119.85,119.92,3273104.688
11.05.2007 00:00:00.000 GMT+0300,119.92,120.24,119.48,120.21,3067071.93
14.05.2007 00:00:00.000 GMT+0300,120.26,120.465,120.05,120.36,2524043.457
15.05.2007 00:00:00.000 GMT+0300,120.36,120.59,120.13,120.28,3278445.061
16.05.2007 00:00:00.000 GMT+0300,120.28,120.86,120.18,120.84,2903020.061
17.05.2007 00:00:00.000 GMT+0300,120.84,121.37,120.69,121.31,2734870.098
18.05.2007 00:00:00.000 GMT+0300,121.31,121.4,120.7,121.14,2396228.061
21.05.2007 00:00:00.000 GMT+0300,121.133,121.64,121.05,121.48,2033802.143
22.05.2007 00:00:00.000 GMT+0300,121.48,121.61,121.215,121.58,1971211.237
23.05.2007 00:00:00.000 GMT+0300,121.58,121.88,121.32,121.68,2488424.477
24.05.2007 00:00:00.000 GMT+0300,121.68,121.69,121.255,121.41,2326642.44
25.05.2007 00:00:00.000 GMT+0300,121.41,121.89,120.86,121.81,2209565.746
28.05.2007 00:00:00.000 GMT+0300,121.742,121.825,121.583,121.73,1019954.154
29.05.2007 00:00:00.000 GMT+0300,121.73,121.825,121.19,121.67,2322820.165
30.05.2007 00:00:00.000 GMT+0300,121.67,121.78,121.3,121.67,2414576.326
31.05.2007 00:00:00.000 GMT+0300,121.67,121.99,121.46,121.74,2400798.83
01.06.2007 00:00:00.000 GMT+0300,121.73,122.145,121.7,122.13,1839718.672
04.06.2007 00:00:00.000 GMT+0300,122.118,122.13,121.56,121.78,1906179.922
05.06.2007 00:00:00.000 GMT+0300,121.78,121.95,121.12,121.42,2067099.49
06.06.2007 00:00:00.000 GMT+0300,121.4,121.5,120.89,121.09,2823652.758
07.06.2007 00:00:00.000 GMT+0300,121.11,121.58,120.79,120.99,3339958.406
08.06.2007 00:00:00.000 GMT+0300,120.99,121.845,120.78,121.74,3368569.742
11.06.2007 00:00:00.000 GMT+0300,121.74,121.845,121.52,121.74,2034597.356
12.06.2007 00:00:00.000 GMT+0300,121.74,121.87,121.598,121.71,2098977.447
13.06.2007 00:00:00.000 GMT+0300,121.71,122.78,121.5,122.73,2752191.93
14.06.2007 00:00:00.000 GMT+0300,122.73,123.135,122.55,122.93,1865781.584
15.06.2007 00:00:00.000 GMT+0300,122.93,123.67,122.875,123.46,2242180.944
18.06.2007 00:00:00.000 GMT+0300,123.48,123.77,123.32,123.68,2158428.641
19.06.2007 00:00:00.000 GMT+0300,123.68,123.74,123.309,123.37,2611360.033
20.06.2007 00:00:00.000 GMT+0300,123.37,123.685,123.11,123.58,2620831.807
21.06.2007 00:00:00.000 GMT+0300,123.58,123.75,123.43,123.75,2528905.454
22.06.2007 00:00:00.000 GMT+0300,123.75,124.145,123.693,123.9,2558377.82
25.06.2007 00:00:00.000 GMT+0300,123.79,123.95,123.32,123.68,2484468.699
26.06.2007 00:00:00.000 GMT+0300,123.68,123.73,122.82,123.27,3282526.793
27.06.2007 00:00:00.000 GMT+0300,123.27,123.29,122.24,122.84,3428526.567
28.06.2007 00:00:00.000 GMT+0300,122.85,123.375,122.772,123.19,3284524.082
29.06.2007 00:00:00.000 GMT+0300,123.19,123.575,122.97,123.2,3149300.426
01.07.2007 00:00:00.000 GMT+0300,123.2,123.2,123.157,123.157,0
02.07.2007 00:00:00.000 GMT+0300,123.162,123.3,122.1,122.43,2626228.358
03.07.2007 00:00:00.000 GMT+0300,122.43,122.69,122.14,122.48,2652852.641
04.07.2007 00:00:00.000 GMT+0300,122.48,122.71,122.22,122.71,1999802.119
05.07.2007 00:00:00.000 GMT+0300,122.71,123.02,122.34,122.95,3114940.574
06.07.2007 00:00:00.000 GMT+0300,122.96,123.56,122.86,123.35,3268419.168
09.07.2007 00:00:00.000 GMT+0300,123.356,123.68,123.22,123.42,2440147.783
10.07.2007 00:00:00.000 GMT+0300,123.42,123.49,121.74,121.75,4287915.955
11.07.2007 00:00:00.000 GMT+0300,121.75,122.53,121,122.49,5726791.672
12.07.2007 00:00:00.000 GMT+0300,122.49,122.6,121.84,122.43,4221665.711
13.07.2007 00:00:00.000 GMT+0300,122.43,122.63,121.912,121.95,3808863.186
16.07.2007 00:00:00.000 GMT+0300,121.958,122.2,121.55,121.91,2909743.988
17.07.2007 00:00:00.000 GMT+0300,121.91,122.425,121.7,122.35,4024148.118
18.07.2007 00:00:00.000 GMT+0300,122.35,122.36,121.59,121.96,4257815.567
19.07.2007 00:00:00.000 GMT+0300,121.96,122.19,121.76,122.02,3730745.659
20.07.2007 00:00:00.000 GMT+0300,122.02,122.45,120.88,121.29,4005078.219
23.07.2007 00:00:00.000 GMT+0300,121.61,121.75,120.81,121.11,3373862.067
24.07.2007 00:00:00.000 GMT+0300,121.11,121.16,120.04,120.26,3672381.586
25.07.2007 00:00:00.000 GMT+0300,120.26,120.655,119.81,120.51,4408188.243
26.07.2007 00:00:00.000 GMT+0300,120.51,120.755,118.52,118.7,4507317.383
27.07.2007 00:00:00.000 GMT+0300,118.69,119.295,118.02,118.63,5042045.84
30.07.2007 00:00:00.000 GMT+0300,118.5,119.18,118.03,119.06,4401238.542
31.07.2007 00:00:00.000 GMT+0300,119.06,119.5,118.45,118.63,4293545.379
01.08.2007 00:00:00.000 GMT+0300,118.63,119,117.61,118.96,5064305.618
02.08.2007 00:00:00.000 GMT+0300,118.96,119.38,118.34,119.23,3886609.879
03.08.2007 00:00:00.000 GMT+0300,119.23,119.33,117.95,118.08,3198188.68
06.08.2007 00:00:00.000 GMT+0300,117.553,119.11,117.2,118.89,4350900.383
07.08.2007 00:00:00.000 GMT+0300,118.9,118.99,117.98,118.85,3556891.065
08.08.2007 00:00:00.000 GMT+0300,118.85,119.85,118.73,119.73,3760939.182
09.08.2007 00:00:00.000 GMT+0300,119.73,119.775,118.16,118.17,4222034.321
10.08.2007 00:00:00.000 GMT+0300,118.17,118.76,117.22,118.45,4813662.985
13.08.2007 00:00:00.000 GMT+0300,118.214,118.58,117.69,118.26,4427971.145
14.08.2007 00:00:00.000 GMT+0300,118.26,118.53,117.57,117.59,5664823.766
15.08.2007 00:00:00.000 GMT+0300,117.59,117.665,116.58,116.62,6456766.946
16.08.2007 00:00:00.000 GMT+0300,116.62,116.755,112.02,113.9,5516931.82
17.08.2007 00:00:00.000 GMT+0300,113.9,114.915,111.62,114.38,3933458.008
20.08.2007 00:00:00.000 GMT+0300,114.21,115.515,113.7,114.89,4863268.25
21.08.2007 00:00:00.000 GMT+0300,114.89,115.25,114.02,114.45,3570317.57
22.08.2007 00:00:00.000 GMT+0300,114.45,115.47,114.01,115.35,3477006.879
23.08.2007 00:00:00.000 GMT+0300,115.35,117.15,115.31,116.21,3741055.153
24.08.2007 00:00:00.000 GMT+0300,116.21,116.51,115.54,116.48,3591489.574
27.08.2007 00:00:00.000 GMT+0300,116.415,116.76,115.86,115.87,2591443.492
28.08.2007 00:00:00.000 GMT+0300,115.88,115.89,114.21,114.29,3855515.43
29.08.2007 00:00:00.000 GMT+0300,114.29,116.26,113.87,116.2,4388815.161
30.08.2007 00:00:00.000 GMT+0300,116.19,116.265,115.22,115.87,4003316.813
31.08.2007 00:00:00.000 GMT+0300,115.87,116.62,115.49,115.8,3147053
01.09.2007 00:00:00.000 GMT+0300,115.8,115.8,115.74,115.74,0
