"TICKET","TRANSACTION DATE","TRANSACTION TYPE","DETAILS","INSTRUMENT","PRICE","UNITS","DIRECTION","SPREAD COST","STOP LOSS","GUARANTEED STOP LOSS","TAKE PROFIT","TRAILING STOP","FINANCING","COMMISSION","GSL FEE","GSL PREMIUM","CONVERSION RATE","PL","AMOUNT","BALANCE"
"521","2024-02-27 05:26:01 GMT","ORDER_FILL","MARKET_ORDER","EUR/USD","1.08519","3000.00","Buy","0.1200","","","","","0.00000","0.0000","0.0000","","","0.00000","","224.93"
"522","2024-02-27 05:26:01 GMT","TAKE_PROFIT_ORDER","ON_FILL","","1.08559","","","","","","","","","","","","","","",""
"523","2024-02-27 05:26:01 GMT","STOP_LOSS_ORDER","ON_FILL","","1.08484","","","","","","","","","","","","","","",""
"524","2024-02-27 05:26:01 GMT","TRADE_CLIENT_EXTENSIONS_MODIFY","","","","","","","","","","","","","","","","","",""
"525","2024-02-27 05:43:13 GMT","ORDER_FILL","STOP_LOSS_ORDER","EUR/USD","1.08484","3000.00","Sell","0.1200","","","","","0.00000","0.0000","0.0000","","1.0000","-1.05000","","223.88"
"526","2024-02-27 05:43:13 GMT","ORDER_CANCEL","LINKED_TRADE_CLOSED","","","","","","","","","","","","","","","","",""
"527","2024-02-27 05:46:01 GMT","MARKET_ORDER","CLIENT_ORDER","EUR/USD","","3000.00","Buy","","1.08458","","1.08533","","","","","","","","",""
"528","2024-02-27 05:46:01 GMT","ORDER_FILL","MARKET_ORDER","EUR/USD","1.08496","3000.00","Buy","0.1350","","","","","0.00000","0.0000","0.0000","","","0.00000","","223.88"
"529","2024-02-27 05:46:01 GMT","TAKE_PROFIT_ORDER","ON_FILL","","1.08533","","","","","","","","","","","","","","",""
"530","2024-02-27 05:46:01 GMT","STOP_LOSS_ORDER","ON_FILL","","1.08458","","","","","","","","","","","","","","",""
"531","2024-02-27 05:46:01 GMT","TRADE_CLIENT_EXTENSIONS_MODIFY","","","","","","","","","","","","","","","","","",""
"532","2024-02-27 07:02:04 GMT","ORDER_FILL","TAKE_PROFIT_ORDER","EUR/USD","1.08533","3000.00","Sell","0.1350","","","","","0.00000","0.0000","0.0000","","1.0000","1.11000","","224.99"
"533","2024-02-27 07:02:04 GMT","ORDER_CANCEL","LINKED_TRADE_CLOSED","","","","","","","","","","","","","","","","",""
"534","2024-02-27 07:11:01 GMT","MARKET_ORDER","CLIENT_ORDER","EUR/USD","","3000.00","Sell","","1.08587","","1.08479","","","","","","","","",""
"535","2024-02-27 07:11:01 GMT","ORDER_FILL","MARKET_ORDER","EUR/USD","1.08545","3000.00","Sell","0.1350","","","","","0.00000","0.0000","0.0000","","","0.00000","","224.99"
"536","2024-02-27 07:11:01 GMT","TAKE_PROFIT_ORDER","ON_FILL","","1.08479","","","","","","","","","","","","","","",""
"537","2024-02-27 07:11:01 GMT","STOP_LOSS_ORDER","ON_FILL","","1.08587","","","","","","","","","","","","","","",""
"538","2024-02-27 07:11:01 GMT","TRADE_CLIENT_EXTENSIONS_MODIFY","","","","","","","","","","","","","","","","","",""
"539","2024-02-27 07:18:12 GMT","ORDER_FILL","STOP_LOSS_ORDER","EUR/USD","1.08587","3000.00","Buy","0.1200","","","","","0.00000","0.0000","0.0000","","1.0000","-1.26000","","223.73"
"540","2024-02-27 07:18:12 GMT","ORDER_CANCEL","LINKED_TRADE_CLOSED","","","","","","","","","","","","","","","","",""
"541","2024-02-27 09:31:01 GMT","MARKET_ORDER","CLIENT_ORDER","EUR/USD","","3000.00","Buy","","1.08486","","1.08605","","","","","","","","",""
"542","2024-02-27 09:31:01 GMT","ORDER_FILL","MARKET_ORDER","EUR/USD","1.08547","3000.00","Buy","0.1500","","","","","0.00000","0.0000","0.0000","","","0.00000","","223.73"
"543","2024-02-27 09:31:01 GMT","TAKE_PROFIT_ORDER","ON_FILL","","1.08605","","","","","","","","","","","","","","",""
"544","2024-02-27 09:31:01 GMT","STOP_LOSS_ORDER","ON_FILL","","1.08486","","","","","","","","","","","","","","",""
"545","2024-02-27 09:31:01 GMT","TRADE_CLIENT_EXTENSIONS_MODIFY","","","","","","","","","","","","","","","","","",""
"546","2024-02-27 10:01:09 GMT","ORDER_FILL","STOP_LOSS_ORDER","EUR/USD","1.08486","3000.00","Sell","0.1350","","","","","0.00000","0.0000","0.0000","","1.0000","-1.83000","","221.90"
"547","2024-02-27 10:01:09 GMT","ORDER_CANCEL","LINKED_TRADE_CLOSED","","","","","","","","","","","","","","","","",""
"548","2024-02-27 10:06:01 GMT","MARKET_ORDER","CLIENT_ORDER","EUR/USD","","3000.00","Buy","","1.08413","","1.08551","","","","","","","","",""
"549","2024-02-27 10:06:01 GMT","ORDER_FILL","MARKET_ORDER","EUR/USD","1.08472","3000.00","Buy","0.1200","","","","","0.00000","0.0000","0.0000","","","0.00000","","221.90"
"550","2024-02-27 10:06:01 GMT","TAKE_PROFIT_ORDER","ON_FILL","","1.08551","","","","","","","","","","","","","","",""
"551","2024-02-27 10:06:01 GMT","STOP_LOSS_ORDER","ON_FILL","","1.08413","","","","","","","","","","","","","","",""
"552","2024-02-27 10:06:01 GMT","TRADE_CLIENT_EXTENSIONS_MODIFY","","","","","","","","","","","","","","","","","",""
"553","2024-02-27 11:44:42 GMT","ORDER_FILL","TAKE_PROFIT_ORDER","EUR/USD","1.08554","3000.00","Sell","0.1350","","","","","0.00000","0.0000","0.0000","","1.0000","2.46000","","224.36"
"554","2024-02-27 11:44:42 GMT","ORDER_CANCEL","LINKED_TRADE_CLOSED","","","","","","","","","","","","","","","","",""
"555","2024-02-27 11:46:01 GMT","MARKET_ORDER","CLIENT_ORDER","EUR/USD","","3000.00","Sell","","1.08615","","1.08504","","","","","","","","",""
"556","2024-02-27 11:46:01 GMT","ORDER_FILL","MARKET_ORDER","EUR/USD","1.08558","3000.00","Sell","0.1200","","","","","0.00000","0.0000","0.0000","","","0.00000","","224.36"
"557","2024-02-27 11:46:01 GMT","TAKE_PROFIT_ORDER","ON_FILL","","1.08504","","","","","","","","","","","","","","",""
"558","2024-02-27 11:46:01 GMT","STOP_LOSS_ORDER","ON_FILL","","1.08615","","","","","","","","","","","","","","",""
"559","2024-02-27 11:46:01 GMT","TRADE_CLIENT_EXTENSIONS_MODIFY","","","","","","","","","","","","","","","","","",""
"560","2024-02-27 12:10:13 GMT","ORDER_FILL","STOP_LOSS_ORDER","EUR/USD","1.08615","3000.00","Buy","0.1500","","","","","0.00000","0.0000","0.0000","","1.0000","-1.71000","","222.65"
"561","2024-02-27 12:10:13 GMT","ORDER_CANCEL","LINKED_TRADE_CLOSED","","","","","","","","","","","","","","","","",""
"562","2024-02-27 12:16:01 GMT","MARKET_ORDER","CLIENT_ORDER","EUR/USD","","3000.00","Sell","","1.08657","","1.08552","","","","","","","","",""
"563","2024-02-27 12:16:01 GMT","ORDER_FILL","MARKET_ORDER","EUR/USD","1.08605","3000.00","Sell","0.1200","","","","","0.00000","0.0000","0.0000","","","0.00000","","222.65"
"564","2024-02-27 12:16:01 GMT","TAKE_PROFIT_ORDER","ON_FILL","","1.08552","","","","","","","","","","","","","","",""
"565","2024-02-27 12:16:01 GMT","STOP_LOSS_ORDER","ON_FILL","","1.08657","","","","","","","","","","","","","","",""
"566","2024-02-27 12:16:01 GMT","TRADE_CLIENT_EXTENSIONS_MODIFY","","","","","","","","","","","","","","","","","",""
"567","2024-02-27 13:06:37 GMT","ORDER_FILL","TAKE_PROFIT_ORDER","EUR/USD","1.08552","3000.00","Buy","0.1200","","","","","0.00000","0.0000","0.0000","","1.0000","1.59000","","224.24"
"568","2024-02-27 13:06:37 GMT","ORDER_CANCEL","LINKED_TRADE_CLOSED","","","","","","","","","","","","","","","","",""
"569","2024-02-27 13:21:01 GMT","MARKET_ORDER","CLIENT_ORDER","EUR/USD","","3000.00","Buy","","1.08462","","1.08581","","","","","","","","",""
"570","2024-02-27 13:21:01 GMT","ORDER_FILL","MARKET_ORDER","EUR/USD","1.08535","3000.00","Buy","0.1350","","","","","0.00000","0.0000","0.0000","","","0.00000","","224.24"
"571","2024-02-27 13:21:01 GMT","TAKE_PROFIT_ORDER","ON_FILL","","1.08581","","","","","","","","","","","","","","",""
"572","2024-02-27 13:21:01 GMT","STOP_LOSS_ORDER","ON_FILL","","1.08462","","","","","","","","","","","","","","",""
"573","2024-02-27 13:21:01 GMT","TRADE_CLIENT_EXTENSIONS_MODIFY","","","","","","","","","","","","","","","","","",""
"574","2024-02-27 13:41:08 GMT","ORDER_FILL","STOP_LOSS_ORDER","EUR/USD","1.08462","3000.00","Sell","0.1500","","","","","0.00000","0.0000","0.0000","","1.0000","-2.19000","","222.05"
"575","2024-02-27 13:41:08 GMT","ORDER_CANCEL","LINKED_TRADE_CLOSED","","","","","","","","","","","","","","","","",""
"576","2024-02-27 15:51:01 GMT","MARKET_ORDER","CLIENT_ORDER","EUR/USD","","3000.00","Sell","","1.08532","","1.08360","","","","","","","","",""
"577","2024-02-27 15:51:01 GMT","ORDER_FILL","MARKET_ORDER","EUR/USD","1.08485","3000.00","Sell","0.1350","","","","","0.00000","0.0000","0.0000","","","0.00000","","222.05"
"578","2024-02-27 15:51:01 GMT","TAKE_PROFIT_ORDER","ON_FILL","","1.08360","","","","","","","","","","","","","","",""
"579","2024-02-27 15:51:01 GMT","STOP_LOSS_ORDER","ON_FILL","","1.08532","","","","","","","","","","","","","","",""
"580","2024-02-27 15:51:01 GMT","TRADE_CLIENT_EXTENSIONS_MODIFY","","","","","","","","","","","","","","","","","",""
"581","2024-02-27 16:25:46 GMT","ORDER_FILL","STOP_LOSS_ORDER","EUR/USD","1.08532","3000.00","Buy","0.1200","","","","","0.00000","0.0000","0.0000","","1.0000","-1.41000","","220.64"
"582","2024-02-27 16:25:46 GMT","ORDER_CANCEL","LINKED_TRADE_CLOSED","","","","","","","","","","","","","","","","",""
"583","2024-02-27 16:51:01 GMT","MARKET_ORDER","CLIENT_ORDER","EUR/USD","","3000.00","Sell","","1.08635","","1.08490","","","","","","","","",""
"584","2024-02-27 16:51:01 GMT","ORDER_FILL","MARKET_ORDER","EUR/USD","1.08561","3000.00","Sell","0.1350","","","","","0.00000","0.0000","0.0000","","","0.00000","","220.64"
"585","2024-02-27 16:51:01 GMT","TAKE_PROFIT_ORDER","ON_FILL","","1.08490","","","","","","","","","","","","","","",""
"586","2024-02-27 16:51:01 GMT","STOP_LOSS_ORDER","ON_FILL","","1.08635","","","","","","","","","","","","","","",""
"587","2024-02-27 16:51:01 GMT","TRADE_CLIENT_EXTENSIONS_MODIFY","","","","","","","","","","","","","","","","","",""
"588","2024-02-27 19:00:35 GMT","ORDER_FILL","TAKE_PROFIT_ORDER","EUR/USD","1.08490","3000.00","Buy","0.1350","","","","","0.00000","0.0000","0.0000","","1.0000","2.13000","","222.77"
"589","2024-02-27 19:00:35 GMT","ORDER_CANCEL","LINKED_TRADE_CLOSED","","","","","","","","","","","","","","","","",""
"590","2024-02-28 10:26:01 GMT","MARKET_ORDER","CLIENT_ORDER","EUR/USD","","3000.00","Sell","","1.08183","","1.08048","","","","","","","","",""
"591","2024-02-28 10:26:01 GMT","ORDER_FILL","MARKET_ORDER","EUR/USD","1.08135","3000.00","Sell","0.1200","","","","","0.00000","0.0000","0.0000","","","0.00000","","222.77"
"592","2024-02-28 10:26:01 GMT","TAKE_PROFIT_ORDER","ON_FILL","","1.08048","","","","","","","","","","","","","","",""
"593","2024-02-28 10:26:01 GMT","STOP_LOSS_ORDER","ON_FILL","","1.08183","","","","","","","","","","","","","","",""
"594","2024-02-28 10:26:01 GMT","TRADE_CLIENT_EXTENSIONS_MODIFY","","","","","","","","","","","","","","","","","",""
"595","2024-02-28 11:38:13 GMT","ORDER_FILL","STOP_LOSS_ORDER","EUR/USD","1.08185","3000.00","Buy","0.1200","","","","","0.00000","0.0000","0.0000","","1.0000","-1.50000","","221.27"
"596","2024-02-28 11:38:13 GMT","ORDER_CANCEL","LINKED_TRADE_CLOSED","","","","","","","","","","","","","","","","",""
"597","2024-02-28 12:11:01 GMT","MARKET_ORDER","CLIENT_ORDER","EUR/USD","","3000.00","Sell","","1.08241","","1.08129","","","","","","","","",""
"598","2024-02-28 12:11:01 GMT","ORDER_FILL","MARKET_ORDER","EUR/USD","1.08185","3000.00","Sell","0.1200","","","","","0.00000","0.0000","0.0000","","","0.00000","","221.27"
"599","2024-02-28 12:11:01 GMT","TAKE_PROFIT_ORDER","ON_FILL","","1.08129","","","","","","","","","","","","","","",""
"600","2024-02-28 12:11:01 GMT","STOP_LOSS_ORDER","ON_FILL","","1.08241","","","","","","","","","","","","","","",""
"601","2024-02-28 12:11:01 GMT","TRADE_CLIENT_EXTENSIONS_MODIFY","","","","","","","","","","","","","","","","","",""
"602","2024-02-28 12:32:39 GMT","ORDER_FILL","TAKE_PROFIT_ORDER","EUR/USD","1.08129","3000.00","Buy","0.1350","","","","","0.00000","0.0000","0.0000","","1.0000","1.68000","","222.95"
"603","2024-02-28 12:32:39 GMT","ORDER_CANCEL","LINKED_TRADE_CLOSED","","","","","","","","","","","","","","","","",""
"604","2024-02-28 13:01:01 GMT","MARKET_ORDER","CLIENT_ORDER","EUR/USD","","3000.00","Buy","","1.08033","","1.08158","","","","","","","","",""
"605","2024-02-28 13:01:01 GMT","ORDER_FILL","MARKET_ORDER","EUR/USD","1.08080","3000.00","Buy","0.1350","","","","","0.00000","0.0000","0.0000","","","0.00000","","222.95"
"606","2024-02-28 13:01:01 GMT","TAKE_PROFIT_ORDER","ON_FILL","","1.08158","","","","","","","","","","","","","","",""
"607","2024-02-28 13:01:01 GMT","STOP_LOSS_ORDER","ON_FILL","","1.08033","","","","","","","","","","","","","","",""
"608","2024-02-28 13:01:01 GMT","TRADE_CLIENT_EXTENSIONS_MODIFY","","","","","","","","","","","","","","","","","",""
"609","2024-02-28 13:31:57 GMT","ORDER_FILL","TAKE_PROFIT_ORDER","EUR/USD","1.08159","3000.00","Sell","0.1350","","","","","0.00000","0.0000","0.0000","","1.0000","2.37000","","225.32"
"610","2024-02-28 13:31:57 GMT","ORDER_CANCEL","LINKED_TRADE_CLOSED","","","","","","","","","","","","","","","","",""
"611","2024-02-29 06:51:01 GMT","MARKET_ORDER","CLIENT_ORDER","EUR/USD","","3000.00","Buy","","1.08286","","1.08380","","","","","","","","",""
"612","2024-02-29 06:51:01 GMT","ORDER_FILL","MARKET_ORDER","EUR/USD","1.08328","3000.00","Buy","0.1200","","","","","0.00000","0.0000","0.0000","","","0.00000","","225.32"
"613","2024-02-29 06:51:01 GMT","TAKE_PROFIT_ORDER","ON_FILL","","1.08380","","","","","","","","","","","","","","",""
"614","2024-02-29 06:51:01 GMT","STOP_LOSS_ORDER","ON_FILL","","1.08286","","","","","","","","","","","","","","",""
"615","2024-02-29 06:51:01 GMT","TRADE_CLIENT_EXTENSIONS_MODIFY","","","","","","","","","","","","","","","","","",""
"616","2024-02-29 07:45:05 GMT","ORDER_FILL","TAKE_PROFIT_ORDER","EUR/USD","1.08380","3000.00","Sell","0.1500","","","","","0.00000","0.0000","0.0000","","1.0000","1.56000","","226.88"
"617","2024-02-29 07:45:05 GMT","ORDER_CANCEL","LINKED_TRADE_CLOSED","","","","","","","","","","","","","","","","",""
"618","2024-02-29 08:06:01 GMT","MARKET_ORDER","CLIENT_ORDER","EUR/USD","","3000.00","Sell","","1.08459","","1.08286","","","","","","","","",""
"619","2024-02-29 08:06:01 GMT","ORDER_FILL","MARKET_ORDER","EUR/USD","1.08375","3000.00","Sell","0.1350","","","","","0.00000","0.0000","0.0000","","","0.00000","","226.88"
"620","2024-02-29 08:06:01 GMT","TAKE_PROFIT_ORDER","ON_FILL","","1.08286","","","","","","","","","","","","","","",""
"621","2024-02-29 08:06:01 GMT","STOP_LOSS_ORDER","ON_FILL","","1.08459","","","","","","","","","","","","","","",""
"622","2024-02-29 08:06:01 GMT","TRADE_CLIENT_EXTENSIONS_MODIFY","","","","","","","","","","","","","","","","","",""
"623","2024-02-29 08:17:40 GMT","ORDER_FILL","STOP_LOSS_ORDER","EUR/USD","1.08460","3000.00","Buy","0.1350","","","","","0.00000","0.0000","0.0000","","1.0000","-2.55000","","224.33"
"624","2024-02-29 08:17:40 GMT","ORDER_CANCEL","LINKED_TRADE_CLOSED","","","","","","","","","","","","","","","","",""
"625","2024-02-29 10:41:01 GMT","MARKET_ORDER","CLIENT_ORDER","EUR/USD","","3000.00","Buy","","1.08382","","1.08520","","","","","","","","",""
"626","2024-02-29 10:41:01 GMT","ORDER_FILL","MARKET_ORDER","EUR/USD","1.08449","3000.00","Buy","0.1200","","","","","0.00000","0.0000","0.0000","","","0.00000","","224.33"
"627","2024-02-29 10:41:01 GMT","TAKE_PROFIT_ORDER","ON_FILL","","1.08520","","","","","","","","","","","","","","",""
"628","2024-02-29 10:41:01 GMT","STOP_LOSS_ORDER","ON_FILL","","1.08382","","","","","","","","","","","","","","",""
"629","2024-02-29 10:41:01 GMT","TRADE_CLIENT_EXTENSIONS_MODIFY","","","","","","","","","","","","","","","","","",""
"630","2024-02-29 10:56:33 GMT","ORDER_FILL","STOP_LOSS_ORDER","EUR/USD","1.08382","3000.00","Sell","0.1350","","","","","0.00000","0.0000","0.0000","","1.0000","-2.01000","","222.32"
"631","2024-02-29 10:56:33 GMT","ORDER_CANCEL","LINKED_TRADE_CLOSED","","","","","","","","","","","","","","","","",""
"632","2024-02-29 11:01:01 GMT","MARKET_ORDER","CLIENT_ORDER","EUR/USD","","3000.00","Buy","","1.08319","","1.08452","","","","","","","","",""
"633","2024-02-29 11:01:01 GMT","ORDER_FILL","MARKET_ORDER","EUR/USD","1.08384","3000.00","Buy","0.1350","","","","","0.00000","0.0000","0.0000","","","0.00000","","222.32"
"634","2024-02-29 11:01:01 GMT","TAKE_PROFIT_ORDER","ON_FILL","","1.08452","","","","","","","","","","","","","","",""
"635","2024-02-29 11:01:01 GMT","STOP_LOSS_ORDER","ON_FILL","","1.08319","","","","","","","","","","","","","","",""
"636","2024-02-29 11:01:01 GMT","TRADE_CLIENT_EXTENSIONS_MODIFY","","","","","","","","","","","","","","","","","",""
"637","2024-02-29 11:37:17 GMT","ORDER_FILL","STOP_LOSS_ORDER","EUR/USD","1.08318","3000.00","Sell","0.1350","","","","","0.00000","0.0000","0.0000","","1.0000","-1.98000","","220.34"
"638","2024-02-29 11:37:17 GMT","ORDER_CANCEL","LINKED_TRADE_CLOSED","","","","","","","","","","","","","","","","",""
"639","2024-02-29 11:41:01 GMT","MARKET_ORDER","CLIENT_ORDER","EUR/USD","","3000.00","Buy","","1.08274","","1.08406","","","","","","","","",""
"640","2024-02-29 11:41:01 GMT","ORDER_FILL","MARKET_ORDER","EUR/USD","1.08344","3000.00","Buy","0.1350","","","","","0.00000","0.0000","0.0000","","","0.00000","","220.34"
"641","2024-02-29 11:41:01 GMT","TAKE_PROFIT_ORDER","ON_FILL","","1.08406","","","","","","","","","","","","","","",""
"642","2024-02-29 11:41:01 GMT","STOP_LOSS_ORDER","ON_FILL","","1.08274","","","","","","","","","","","","","","",""
"643","2024-02-29 11:41:01 GMT","TRADE_CLIENT_EXTENSIONS_MODIFY","","","","","","","","","","","","","","","","","",""
"644","2024-02-29 12:12:51 GMT","ORDER_FILL","STOP_LOSS_ORDER","EUR/USD","1.08273","3000.00","Sell","0.1500","","","","","0.00000","0.0000","0.0000","","1.0000","-2.13000","","218.21"
"645","2024-02-29 12:12:51 GMT","ORDER_CANCEL","LINKED_TRADE_CLOSED","","","","","","","","","","","","","","","","",""
"646","2024-02-29 13:36:01 GMT","MARKET_ORDER","CLIENT_ORDER","EUR/USD","","3000.00","Sell","","1.08421","","1.08227","","","","","","","","",""
"647","2024-02-29 13:36:01 GMT","ORDER_FILL","MARKET_ORDER","EUR/USD","1.08328","3000.00","Sell","0.1200","","","","","0.00000","0.0000","0.0000","","","0.00000","","218.21"
"648","2024-02-29 13:36:01 GMT","TAKE_PROFIT_ORDER","ON_FILL","","1.08227","","","","","","","","","","","","","","",""
"649","2024-02-29 13:36:01 GMT","STOP_LOSS_ORDER","ON_FILL","","1.08421","","","","","","","","","","","","","","",""
"650","2024-02-29 13:36:01 GMT","TRADE_CLIENT_EXTENSIONS_MODIFY","","","","","","","","","","","","","","","","","",""
"651","2024-02-29 14:05:29 GMT","ORDER_FILL","STOP_LOSS_ORDER","EUR/USD","1.08421","3000.00","Buy","0.1350","","","","","0.00000","0.0000","0.0000","","1.0000","-2.79000","","215.42"
"652","2024-02-29 14:05:29 GMT","ORDER_CANCEL","LINKED_TRADE_CLOSED","","","","","","","","","","","","","","","","",""
"653","2024-02-29 14:16:01 GMT","MARKET_ORDER","CLIENT_ORDER","EUR/USD","","3000.00","Sell","","1.08538","","1.08348","","","","","","","","",""
"654","2024-02-29 14:16:01 GMT","ORDER_FILL","MARKET_ORDER","EUR/USD","1.08441","3000.00","Sell","0.1200","","","","","0.00000","0.0000","0.0000","","","0.00000","","215.42"
"655","2024-02-29 14:16:01 GMT","TAKE_PROFIT_ORDER","ON_FILL","","1.08348","","","","","","","","","","","","","","",""
"656","2024-02-29 14:16:01 GMT","STOP_LOSS_ORDER","ON_FILL","","1.08538","","","","","","","","","","","","","","",""
"657","2024-02-29 14:16:01 GMT","TRADE_CLIENT_EXTENSIONS_MODIFY","","","","","","","","","","","","","","","","","",""
"658","2024-02-29 15:00:58 GMT","ORDER_FILL","STOP_LOSS_ORDER","EUR/USD","1.08538","3000.00","Buy","0.1500","","","","","0.00000","0.0000","0.0000","","1.0000","-2.91000","","212.51"
"659","2024-02-29 15:00:58 GMT","ORDER_CANCEL","LINKED_TRADE_CLOSED","","","","","","","","","","","","","","","","",""
"660","2024-02-29 15:06:01 GMT","MARKET_ORDER","CLIENT_ORDER","EUR/USD","","3000.00","Sell","","1.08597","","1.08415","","","","","","","","",""
"661","2024-02-29 15:06:01 GMT","ORDER_FILL","MARKET_ORDER","EUR/USD","1.08532","3000.00","Sell","0.1200","","","","","0.00000","0.0000","0.0000","","","0.00000","","212.51"
"662","2024-02-29 15:06:01 GMT","TAKE_PROFIT_ORDER","ON_FILL","","1.08415","","","","","","","","","","","","","","",""
"663","2024-02-29 15:06:01 GMT","STOP_LOSS_ORDER","ON_FILL","","1.08597","","","","","","","","","","","","","","",""
"664","2024-02-29 15:06:01 GMT","TRADE_CLIENT_EXTENSIONS_MODIFY","","","","","","","","","","","","","","","","","",""
"665","2024-02-29 15:30:54 GMT","ORDER_FILL","TAKE_PROFIT_ORDER","EUR/USD","1.08415","3000.00","Buy","0.1350","","","","","0.00000","0.0000","0.0000","","1.0000","3.51000","","216.02"
"666","2024-02-29 15:30:54 GMT","ORDER_CANCEL","LINKED_TRADE_CLOSED","","","","","","","","","","","","","","","","",""
"667","2024-02-29 15:36:01 GMT","MARKET_ORDER","CLIENT_ORDER","EUR/USD","","3000.00","Buy","","1.08302","","1.08487","","","","","","","","",""
"668","2024-02-29 15:36:01 GMT","ORDER_FILL","MARKET_ORDER","EUR/USD","1.08389","3000.00","Buy","0.1200","","","","","0.00000","0.0000","0.0000","","","0.00000","","216.02"
"669","2024-02-29 15:36:01 GMT","TAKE_PROFIT_ORDER","ON_FILL","","1.08487","","","","","","","","","","","","","","",""
"670","2024-02-29 15:36:01 GMT","STOP_LOSS_ORDER","ON_FILL","","1.08302","","","","","","","","","","","","","","",""
"671","2024-02-29 15:36:01 GMT","TRADE_CLIENT_EXTENSIONS_MODIFY","","","","","","","","","","","","","","","","","",""
"672","2024-02-29 15:45:36 GMT","ORDER_FILL","STOP_LOSS_ORDER","EUR/USD","1.08301","3000.00","Sell","0.1200","","","","","0.00000","0.0000","0.0000","","1.0000","-2.64000","","213.38"
"673","2024-02-29 15:45:36 GMT","ORDER_CANCEL","LINKED_TRADE_CLOSED","","","","","","","","","","","","","","","","",""
"674","2024-02-29 15:46:01 GMT","MARKET_ORDER","CLIENT_ORDER","EUR/USD","","3000.00","Buy","","1.08253","","1.08436","","","","","","","","",""
"675","2024-02-29 15:46:01 GMT","ORDER_FILL","MARKET_ORDER","EUR/USD","1.08315","3000.00","Buy","0.1200","","","","","0.00000","0.0000","0.0000","","","0.00000","","213.38"
"676","2024-02-29 15:46:01 GMT","TAKE_PROFIT_ORDER","ON_FILL","","1.08436","","","","","","","","","","","","","","",""
"677","2024-02-29 15:46:01 GMT","STOP_LOSS_ORDER","ON_FILL","","1.08253","","","","","","","","","","","","","","",""
"678","2024-02-29 15:46:01 GMT","TRADE_CLIENT_EXTENSIONS_MODIFY","","","","","","","","","","","","","","","","","",""
"679","2024-02-29 15:52:29 GMT","ORDER_FILL","STOP_LOSS_ORDER","EUR/USD","1.08253","3000.00","Sell","0.1350","","","","","0.00000","0.0000","0.0000","","1.0000","-1.86000","","211.52"
"680","2024-02-29 15:52:29 GMT","ORDER_CANCEL","LINKED_TRADE_CLOSED","","","","","","","","","","","","","","","","",""
"681","2024-02-29 15:56:01 GMT","MARKET_ORDER","CLIENT_ORDER","EUR/USD","","3000.00","Buy","","1.08121","","1.08325","","","","","","","","",""
"682","2024-02-29 15:56:01 GMT","ORDER_FILL","MARKET_ORDER","EUR/USD","1.08242","3000.00","Buy","0.1200","","","","","0.00000","0.0000","0.0000","","","0.00000","","211.52"
"683","2024-02-29 15:56:01 GMT","TAKE_PROFIT_ORDER","ON_FILL","","1.08325","","","","","","","","","","","","","","",""
"684","2024-02-29 15:56:01 GMT","STOP_LOSS_ORDER","ON_FILL","","1.08121","","","","","","","","","","","","","","",""
"685","2024-02-29 15:56:01 GMT","TRADE_CLIENT_EXTENSIONS_MODIFY","","","","","","","","","","","","","","","","","",""
"686","2024-02-29 16:18:58 GMT","ORDER_FILL","STOP_LOSS_ORDER","EUR/USD","1.08121","3000.00","Sell","0.1350","","","","","0.00000","0.0000","0.0000","","1.0000","-3.63000","","207.89"
"687","2024-02-29 16:18:58 GMT","ORDER_CANCEL","LINKED_TRADE_CLOSED","","","","","","","","","","","","","","","","",""
"688","2024-03-01 05:06:01 GMT","MARKET_ORDER","CLIENT_ORDER","EUR/USD","","3000.00","Buy","","1.08095","","1.08173","","","","","","","","",""
"689","2024-03-01 05:06:01 GMT","ORDER_FILL","MARKET_ORDER","EUR/USD","1.08133","3000.00","Buy","0.1350","","","","","0.00000","0.0000","0.0000","","","0.00000","","207.89"
"690","2024-03-01 05:06:01 GMT","TAKE_PROFIT_ORDER","ON_FILL","","1.08173","","","","","","","","","","","","","","",""
"691","2024-03-01 05:06:01 GMT","STOP_LOSS_ORDER","ON_FILL","","1.08095","","","","","","","","","","","","","","",""
"692","2024-03-01 05:06:02 GMT","TRADE_CLIENT_EXTENSIONS_MODIFY","","","","","","","","","","","","","","","","","",""
"693","2024-03-01 06:38:19 GMT","ORDER_FILL","STOP_LOSS_ORDER","EUR/USD","1.08094","3000.00","Sell","0.1500","","","","","0.00000","0.0000","0.0000","","1.0000","-1.17000","","206.72"
"694","2024-03-01 06:38:19 GMT","ORDER_CANCEL","LINKED_TRADE_CLOSED","","","","","","","","","","","","","","","","",""
"695","2024-03-01 07:11:01 GMT","MARKET_ORDER","CLIENT_ORDER","EUR/USD","","3000.00","Sell","","1.08208","","1.08105","","","","","","","","",""
"696","2024-03-01 07:11:01 GMT","ORDER_FILL","MARKET_ORDER","EUR/USD","1.08151","3000.00","Sell","0.1500","","","","","0.00000","0.0000","0.0000","","","0.00000","","206.72"
"697","2024-03-01 07:11:01 GMT","TAKE_PROFIT_ORDER","ON_FILL","","1.08105","","","","","","","","","","","","","","",""
"698","2024-03-01 07:11:01 GMT","STOP_LOSS_ORDER","ON_FILL","","1.08208","","","","","","","","","","","","","","",""
"699","2024-03-01 07:11:01 GMT","TRADE_CLIENT_EXTENSIONS_MODIFY","","","","","","","","","","","","","","","","","",""
